product_id,warehouse_id,beginning_inventory,effective_date,created_at
P2002,WH03,21,2024-01-01,2024-01-01 00:00:00
P2002,WH04,14,2024-01-01,2024-01-01 00:00:00
P2002,WH05,54,2024-01-01,2024-01-01 00:00:00
P2002,WH06,202,2024-01-01,2024-01-01 00:00:00
P2158,WH01,36,2024-01-01,2024-01-01 00:00:00
P2158,WH03,20,2024-01-01,2024-01-01 00:00:00
P2158,WH04,17,2024-01-01,2024-01-01 00:00:00
P2158,WH05,47,2024-01-01,2024-01-01 00:00:00
P2158,WH06,229,2024-01-01,2024-01-01 00:00:00
P2189,WH01,35,2024-01-01,2024-01-01 00:00:00
P2189,WH03,25,2024-01-01,2024-01-01 00:00:00
P2189,WH04,25,2024-01-01,2024-01-01 00:00:00
P2189,WH05,58,2024-01-01,2024-01-01 00:00:00
P2189,WH06,234,2024-01-01,2024-01-01 00:00:00
P2194,WH01,43,2024-01-01,2024-01-01 00:00:00
P2194,WH03,27,2024-01-01,2024-01-01 00:00:00
P2194,WH04,23,2024-01-01,2024-01-01 00:00:00
P2194,WH05,57,2024-01-01,2024-01-01 00:00:00
P2194,WH06,240,2024-01-01,2024-01-01 00:00:00
P2195,WH01,33,2024-01-01,2024-01-01 00:00:00
P2195,WH03,29,2024-01-01,2024-01-01 00:00:00
P2195,WH04,25,2024-01-01,2024-01-01 00:00:00
P2195,WH05,63,2024-01-01,2024-01-01 00:00:00
P2195,WH06,261,2024-01-01,2024-01-01 00:00:00
P2232,WH01,44,2024-01-01,2024-01-01 00:00:00
P2232,WH03,28,2024-01-01,2024-01-01 00:00:00
P2232,WH04,27,2024-01-01,2024-01-01 00:00:00
P2232,WH05,56,2024-01-01,2024-01-01 00:00:00
P2232,WH06,267,2024-01-01,2024-01-01 00:00:00
P2237,WH01,48,2024-01-01,2024-01-01 00:00:00
P2237,WH03,23,2024-01-01,2024-01-01 00:00:00
P2237,WH04,26,2024-01-01,2024-01-01 00:00:00
P2237,WH05,63,2024-01-01,2024-01-01 00:00:00
P2237,WH06,262,2024-01-01,2024-01-01 00:00:00
P0119,WH01,45,2024-01-01,2024-01-01 00:00:00
P0119,WH03,35,2024-01-01,2024-01-01 00:00:00
P0119,WH04,28,2024-01-01,2024-01-01 00:00:00
P0119,WH05,63,2024-01-01,2024-01-01 00:00:00
P0119,WH06,298,2024-01-01,2024-01-01 00:00:00
P0120,WH01,28,2024-01-01,2024-01-01 00:00:00
P0120,WH03,17,2024-01-01,2024-01-01 00:00:00
P0120,WH04,17,2024-01-01,2024-01-01 00:00:00
P0120,WH05,52,2024-01-01,2024-01-01 00:00:00
P0120,WH06,250,2024-01-01,2024-01-01 00:00:00
P0165,WH01,28,2024-01-01,2024-01-01 00:00:00
P0165,WH03,26,2024-01-01,2024-01-01 00:00:00
P0165,WH04,15,2024-01-01,2024-01-01 00:00:00
P0165,WH05,48,2024-01-01,2024-01-01 00:00:00
P0165,WH06,251,2024-01-01,2024-01-01 00:00:00
P0178,WH01,30,2024-01-01,2024-01-01 00:00:00
P0178,WH03,26,2024-01-01,2024-01-01 00:00:00
P0178,WH04,26,2024-01-01,2024-01-01 00:00:00
P0178,WH05,59,2024-01-01,2024-01-01 00:00:00
P0178,WH06,233,2024-01-01,2024-01-01 00:00:00
P0235,WH01,35,2024-01-01,2024-01-01 00:00:00
P0235,WH03,29,2024-01-01,2024-01-01 00:00:00
P0235,WH04,23,2024-01-01,2024-01-01 00:00:00
P0235,WH05,48,2024-01-01,2024-01-01 00:00:00
P0235,WH06,267,2024-01-01,2024-01-01 00:00:00
P0289,WH01,44,2024-01-01,2024-01-01 00:00:00
P0289,WH03,22,2024-01-01,2024-01-01 00:00:00
P0289,WH04,23,2024-01-01,2024-01-01 00:00:00
P0289,WH05,60,2024-01-01,2024-01-01 00:00:00
P0289,WH06,274,2024-01-01,2024-01-01 00:00:00
P0477,WH01,36,2024-01-01,2024-01-01 00:00:00
P0477,WH03,22,2024-01-01,2024-01-01 00:00:00
P0477,WH04,23,2024-01-01,2024-01-01 00:00:00
P0477,WH05,65,2024-01-01,2024-01-01 00:00:00
P0477,WH06,283,2024-01-01,2024-01-01 00:00:00
P0549,WH01,38,2024-01-01,2024-01-01 00:00:00
P0549,WH03,30,2024-01-01,2024-01-01 00:00:00
P0549,WH04,24,2024-01-01,2024-01-01 00:00:00
P0549,WH05,66,2024-01-01,2024-01-01 00:00:00
P0549,WH06,291,2024-01-01,2024-01-01 00:00:00
P0839,WH01,41,2024-01-01,2024-01-01 00:00:00
P0839,WH03,26,2024-01-01,2024-01-01 00:00:00
P0839,WH04,24,2024-01-01,2024-01-01 00:00:00
P0839,WH05,68,2024-01-01,2024-01-01 00:00:00
P0839,WH06,286,2024-01-01,2024-01-01 00:00:00
P0852,WH01,40,2024-01-01,2024-01-01 00:00:00
P0852,WH03,28,2024-01-01,2024-01-01 00:00:00
P0852,WH04,32,2024-01-01,2024-01-01 00:00:00
P0852,WH05,70,2024-01-01,2024-01-01 00:00:00
P0852,WH06,293,2024-01-01,2024-01-01 00:00:00
P0927,WH01,34,2024-01-01,2024-01-01 00:00:00
P0927,WH03,19,2024-01-01,2024-01-01 00:00:00
P0927,WH04,17,2024-01-01,2024-01-01 00:00:00
P0927,WH05,40,2024-01-01,2024-01-01 00:00:00
P0927,WH06,225,2024-01-01,2024-01-01 00:00:00
P1001,WH01,34,2024-01-01,2024-01-01 00:00:00
P1001,WH03,17,2024-01-01,2024-01-01 00:00:00
P1001,WH04,19,2024-01-01,2024-01-01 00:00:00
P1001,WH05,57,2024-01-01,2024-01-01 00:00:00
P1001,WH06,242,2024-01-01,2024-01-01 00:00:00
P1109,WH01,28,2024-01-01,2024-01-01 00:00:00
P1109,WH03,24,2024-01-01,2024-01-01 00:00:00
P1109,WH04,17,2024-01-01,2024-01-01 00:00:00
P1109,WH05,55,2024-01-01,2024-01-01 00:00:00
P1109,WH06,255,2024-01-01,2024-01-01 00:00:00
P1225,WH01,30,2024-01-01,2024-01-01 00:00:00
P1225,WH03,25,2024-01-01,2024-01-01 00:00:00
P1225,WH04,18,2024-01-01,2024-01-01 00:00:00
P1225,WH05,49,2024-01-01,2024-01-01 00:00:00
P1225,WH06,243,2024-01-01,2024-01-01 00:00:00
P1235,WH01,35,2024-01-01,2024-01-01 00:00:00
P1235,WH03,25,2024-01-01,2024-01-01 00:00:00
P1235,WH04,25,2024-01-01,2024-01-01 00:00:00
P1235,WH05,51,2024-01-01,2024-01-01 00:00:00
P1235,WH06,273,2024-01-01,2024-01-01 00:00:00
P1318,WH01,37,2024-01-01,2024-01-01 00:00:00
P1318,WH03,24,2024-01-01,2024-01-01 00:00:00
P1318,WH04,28,2024-01-01,2024-01-01 00:00:00
P1318,WH05,55,2024-01-01,2024-01-01 00:00:00
P1318,WH06,298,2024-01-01,2024-01-01 00:00:00
P1598,WH01,39,2024-01-01,2024-01-01 00:00:00
P1598,WH03,30,2024-01-01,2024-01-01 00:00:00
P1598,WH04,19,2024-01-01,2024-01-01 00:00:00
P1598,WH05,60,2024-01-01,2024-01-01 00:00:00
P1598,WH06,304,2024-01-01,2024-01-01 00:00:00
P1797,WH01,36,2024-01-01,2024-01-01 00:00:00
P1797,WH03,30,2024-01-01,2024-01-01 00:00:00
P1797,WH04,30,2024-01-01,2024-01-01 00:00:00
P1797,WH05,63,2024-01-01,2024-01-01 00:00:00
P1797,WH06,301,2024-01-01,2024-01-01 00:00:00
P1808,WH01,41,2024-01-01,2024-01-01 00:00:00
P1808,WH03,26,2024-01-01,2024-01-01 00:00:00
P1808,WH04,31,2024-01-01,2024-01-01 00:00:00
P1808,WH05,75,2024-01-01,2024-01-01 00:00:00
P1808,WH06,310,2024-01-01,2024-01-01 00:00:00
P1968,WH01,24,2024-01-01,2024-01-01 00:00:00
P1968,WH03,26,2024-01-01,2024-01-01 00:00:00
P1968,WH04,13,2024-01-01,2024-01-01 00:00:00
P1968,WH05,44,2024-01-01,2024-01-01 00:00:00
P1968,WH06,224,2024-01-01,2024-01-01 00:00:00
P2113,WH01,34,2024-01-01,2024-01-01 00:00:00
P2113,WH03,27,2024-01-01,2024-01-01 00:00:00
P2113,WH04,15,2024-01-01,2024-01-01 00:00:00
P2113,WH05,58,2024-01-01,2024-01-01 00:00:00
P2113,WH06,262,2024-01-01,2024-01-01 00:00:00
P2156,WH01,33,2024-01-01,2024-01-01 00:00:00
P2156,WH03,22,2024-01-01,2024-01-01 00:00:00
P2156,WH04,15,2024-01-01,2024-01-01 00:00:00
P2156,WH05,48,2024-01-01,2024-01-01 00:00:00
P2156,WH06,249,2024-01-01,2024-01-01 00:00:00
P2157,WH01,34,2024-01-01,2024-01-01 00:00:00
P2157,WH03,30,2024-01-01,2024-01-01 00:00:00
P2157,WH04,17,2024-01-01,2024-01-01 00:00:00
P2157,WH05,60,2024-01-01,2024-01-01 00:00:00
P2157,WH06,254,2024-01-01,2024-01-01 00:00:00
P2159,WH01,46,2024-01-01,2024-01-01 00:00:00
P2159,WH03,31,2024-01-01,2024-01-01 00:00:00
P2159,WH04,19,2024-01-01,2024-01-01 00:00:00
P2159,WH05,66,2024-01-01,2024-01-01 00:00:00
P2159,WH06,290,2024-01-01,2024-01-01 00:00:00
P2184,WH01,34,2024-01-01,2024-01-01 00:00:00
P2184,WH03,27,2024-01-01,2024-01-01 00:00:00
P2184,WH04,27,2024-01-01,2024-01-01 00:00:00
P2184,WH05,62,2024-01-01,2024-01-01 00:00:00
P2184,WH06,296,2024-01-01,2024-01-01 00:00:00
P0118,WH01,37,2024-01-01,2024-01-01 00:00:00
P0118,WH03,23,2024-01-01,2024-01-01 00:00:00
P0118,WH04,24,2024-01-01,2024-01-01 00:00:00
P0118,WH05,64,2024-01-01,2024-01-01 00:00:00
P0118,WH06,313,2024-01-01,2024-01-01 00:00:00
P0140,WH01,45,2024-01-01,2024-01-01 00:00:00
P0140,WH03,28,2024-01-01,2024-01-01 00:00:00
P0140,WH04,22,2024-01-01,2024-01-01 00:00:00
P0140,WH05,60,2024-01-01,2024-01-01 00:00:00
P0140,WH06,349,2024-01-01,2024-01-01 00:00:00
P0155,WH01,38,2024-01-01,2024-01-01 00:00:00
P0155,WH03,35,2024-01-01,2024-01-01 00:00:00
P0155,WH04,30,2024-01-01,2024-01-01 00:00:00
P0155,WH05,74,2024-01-01,2024-01-01 00:00:00
P0155,WH06,324,2024-01-01,2024-01-01 00:00:00
P0188,WH01,28,2024-01-01,2024-01-01 00:00:00
P0188,WH03,18,2024-01-01,2024-01-01 00:00:00
P0188,WH04,14,2024-01-01,2024-01-01 00:00:00
P0188,WH05,48,2024-01-01,2024-01-01 00:00:00
P0188,WH06,279,2024-01-01,2024-01-01 00:00:00
P0231,WH01,30,2024-01-01,2024-01-01 00:00:00
P0231,WH03,26,2024-01-01,2024-01-01 00:00:00
P0231,WH04,21,2024-01-01,2024-01-01 00:00:00
P0231,WH05,50,2024-01-01,2024-01-01 00:00:00
P0231,WH06,256,2024-01-01,2024-01-01 00:00:00
P0281,WH01,32,2024-01-01,2024-01-01 00:00:00
P0281,WH03,29,2024-01-01,2024-01-01 00:00:00
P0281,WH04,21,2024-01-01,2024-01-01 00:00:00
P0281,WH05,57,2024-01-01,2024-01-01 00:00:00
P0281,WH06,296,2024-01-01,2024-01-01 00:00:00
P0404,WH01,34,2024-01-01,2024-01-01 00:00:00
P0404,WH03,27,2024-01-01,2024-01-01 00:00:00
P0404,WH04,18,2024-01-01,2024-01-01 00:00:00
P0404,WH05,54,2024-01-01,2024-01-01 00:00:00
P0404,WH06,285,2024-01-01,2024-01-01 00:00:00
P0462,WH01,34,2024-01-01,2024-01-01 00:00:00
P0462,WH03,26,2024-01-01,2024-01-01 00:00:00
P0462,WH04,27,2024-01-01,2024-01-01 00:00:00
P0462,WH05,53,2024-01-01,2024-01-01 00:00:00
P0462,WH06,318,2024-01-01,2024-01-01 00:00:00
P0601,WH01,45,2024-01-01,2024-01-01 00:00:00
P0601,WH03,31,2024-01-01,2024-01-01 00:00:00
P0601,WH04,17,2024-01-01,2024-01-01 00:00:00
P0601,WH05,64,2024-01-01,2024-01-01 00:00:00
P0601,WH06,318,2024-01-01,2024-01-01 00:00:00
P0628,WH01,43,2024-01-01,2024-01-01 00:00:00
P0628,WH03,25,2024-01-01,2024-01-01 00:00:00
P0628,WH04,21,2024-01-01,2024-01-01 00:00:00
P0628,WH05,66,2024-01-01,2024-01-01 00:00:00
P0628,WH06,303,2024-01-01,2024-01-01 00:00:00
P0830,WH01,51,2024-01-01,2024-01-01 00:00:00
P0830,WH03,28,2024-01-01,2024-01-01 00:00:00
P0830,WH04,26,2024-01-01,2024-01-01 00:00:00
P0830,WH05,79,2024-01-01,2024-01-01 00:00:00
P0830,WH06,360,2024-01-01,2024-01-01 00:00:00
P0865,WH01,41,2024-01-01,2024-01-01 00:00:00
P0865,WH03,35,2024-01-01,2024-01-01 00:00:00
P0865,WH04,22,2024-01-01,2024-01-01 00:00:00
P0865,WH05,65,2024-01-01,2024-01-01 00:00:00
P0865,WH06,339,2024-01-01,2024-01-01 00:00:00
P1038,WH01,28,2024-01-01,2024-01-01 00:00:00
P1038,WH03,16,2024-01-01,2024-01-01 00:00:00
P1038,WH04,18,2024-01-01,2024-01-01 00:00:00
P1038,WH05,47,2024-01-01,2024-01-01 00:00:00
P1038,WH06,269,2024-01-01,2024-01-01 00:00:00
P1172,WH01,31,2024-01-01,2024-01-01 00:00:00
P1172,WH03,24,2024-01-01,2024-01-01 00:00:00
P1172,WH04,15,2024-01-01,2024-01-01 00:00:00
P1172,WH05,58,2024-01-01,2024-01-01 00:00:00
P1172,WH06,263,2024-01-01,2024-01-01 00:00:00
P1193,WH01,37,2024-01-01,2024-01-01 00:00:00
P1193,WH03,26,2024-01-01,2024-01-01 00:00:00
P1193,WH04,29,2024-01-01,2024-01-01 00:00:00
P1193,WH05,58,2024-01-01,2024-01-01 00:00:00
P1193,WH06,306,2024-01-01,2024-01-01 00:00:00
P1639,WH01,40,2024-01-01,2024-01-01 00:00:00
P1639,WH03,27,2024-01-01,2024-01-01 00:00:00
P1639,WH04,25,2024-01-01,2024-01-01 00:00:00
P1639,WH05,60,2024-01-01,2024-01-01 00:00:00
P1639,WH06,286,2024-01-01,2024-01-01 00:00:00
P1917,WH01,37,2024-01-01,2024-01-01 00:00:00
P1917,WH03,19,2024-01-01,2024-01-01 00:00:00
P1917,WH04,27,2024-01-01,2024-01-01 00:00:00
P1917,WH05,51,2024-01-01,2024-01-01 00:00:00
P1917,WH06,301,2024-01-01,2024-01-01 00:00:00
P1947,WH01,47,2024-01-01,2024-01-01 00:00:00
P1947,WH03,26,2024-01-01,2024-01-01 00:00:00
P1947,WH04,29,2024-01-01,2024-01-01 00:00:00
P1947,WH05,68,2024-01-01,2024-01-01 00:00:00
P1947,WH06,318,2024-01-01,2024-01-01 00:00:00
P1961,WH01,38,2024-01-01,2024-01-01 00:00:00
P1961,WH03,22,2024-01-01,2024-01-01 00:00:00
P1961,WH04,18,2024-01-01,2024-01-01 00:00:00
P1961,WH05,66,2024-01-01,2024-01-01 00:00:00
P1961,WH06,331,2024-01-01,2024-01-01 00:00:00
P1971,WH01,53,2024-01-01,2024-01-01 00:00:00
P1971,WH03,34,2024-01-01,2024-01-01 00:00:00
P1971,WH04,28,2024-01-01,2024-01-01 00:00:00
P1971,WH05,65,2024-01-01,2024-01-01 00:00:00
P1971,WH06,361,2024-01-01,2024-01-01 00:00:00
P2086,WH01,43,2024-01-01,2024-01-01 00:00:00
P2086,WH03,32,2024-01-01,2024-01-01 00:00:00
P2086,WH04,27,2024-01-01,2024-01-01 00:00:00
P2086,WH05,71,2024-01-01,2024-01-01 00:00:00
P2086,WH06,350,2024-01-01,2024-01-01 00:00:00
P2091,WH01,26,2024-01-01,2024-01-01 00:00:00
P2091,WH03,20,2024-01-01,2024-01-01 00:00:00
P2091,WH04,16,2024-01-01,2024-01-01 00:00:00
P2091,WH05,44,2024-01-01,2024-01-01 00:00:00
P2091,WH06,252,2024-01-01,2024-01-01 00:00:00
P2093,WH01,40,2024-01-01,2024-01-01 00:00:00
P2093,WH03,22,2024-01-01,2024-01-01 00:00:00
P2093,WH04,23,2024-01-01,2024-01-01 00:00:00
P2093,WH05,51,2024-01-01,2024-01-01 00:00:00
P2093,WH06,273,2024-01-01,2024-01-01 00:00:00
P2097,WH01,40,2024-01-01,2024-01-01 00:00:00
P2097,WH03,25,2024-01-01,2024-01-01 00:00:00
P2097,WH04,23,2024-01-01,2024-01-01 00:00:00
P2097,WH05,50,2024-01-01,2024-01-01 00:00:00
P2097,WH06,290,2024-01-01,2024-01-01 00:00:00
P2108,WH01,39,2024-01-01,2024-01-01 00:00:00
P2108,WH03,20,2024-01-01,2024-01-01 00:00:00
P2108,WH04,26,2024-01-01,2024-01-01 00:00:00
P2108,WH05,61,2024-01-01,2024-01-01 00:00:00
P2108,WH06,288,2024-01-01,2024-01-01 00:00:00
P0179,WH01,34,2024-01-01,2024-01-01 00:00:00
P0179,WH03,32,2024-01-01,2024-01-01 00:00:00
P0179,WH04,20,2024-01-01,2024-01-01 00:00:00
P0179,WH05,60,2024-01-01,2024-01-01 00:00:00
P0179,WH06,324,2024-01-01,2024-01-01 00:00:00
P0183,WH01,37,2024-01-01,2024-01-01 00:00:00
P0183,WH03,24,2024-01-01,2024-01-01 00:00:00
P0183,WH04,23,2024-01-01,2024-01-01 00:00:00
P0183,WH05,62,2024-01-01,2024-01-01 00:00:00
P0183,WH06,337,2024-01-01,2024-01-01 00:00:00
P0264,WH01,41,2024-01-01,2024-01-01 00:00:00
P0264,WH03,25,2024-01-01,2024-01-01 00:00:00
P0264,WH04,20,2024-01-01,2024-01-01 00:00:00
P0264,WH05,57,2024-01-01,2024-01-01 00:00:00
P0264,WH06,360,2024-01-01,2024-01-01 00:00:00
P0296,WH01,49,2024-01-01,2024-01-01 00:00:00
P0296,WH03,29,2024-01-01,2024-01-01 00:00:00
P0296,WH04,27,2024-01-01,2024-01-01 00:00:00
P0296,WH05,59,2024-01-01,2024-01-01 00:00:00
P0296,WH06,356,2024-01-01,2024-01-01 00:00:00
P0341,WH01,44,2024-01-01,2024-01-01 00:00:00
P0341,WH03,26,2024-01-01,2024-01-01 00:00:00
P0341,WH04,25,2024-01-01,2024-01-01 00:00:00
P0341,WH05,65,2024-01-01,2024-01-01 00:00:00
P0341,WH06,380,2024-01-01,2024-01-01 00:00:00
P0416,WH01,38,2024-01-01,2024-01-01 00:00:00
P0416,WH03,22,2024-01-01,2024-01-01 00:00:00
P0416,WH04,16,2024-01-01,2024-01-01 00:00:00
P0416,WH05,56,2024-01-01,2024-01-01 00:00:00
P0416,WH06,294,2024-01-01,2024-01-01 00:00:00
P0519,WH01,38,2024-01-01,2024-01-01 00:00:00
P0519,WH03,27,2024-01-01,2024-01-01 00:00:00
P0519,WH04,17,2024-01-01,2024-01-01 00:00:00
P0519,WH05,53,2024-01-01,2024-01-01 00:00:00
P0519,WH06,304,2024-01-01,2024-01-01 00:00:00
P0652,WH01,28,2024-01-01,2024-01-01 00:00:00
P0652,WH03,23,2024-01-01,2024-01-01 00:00:00
P0652,WH04,18,2024-01-01,2024-01-01 00:00:00
P0652,WH05,54,2024-01-01,2024-01-01 00:00:00
P0652,WH06,330,2024-01-01,2024-01-01 00:00:00
P0817,WH01,33,2024-01-01,2024-01-01 00:00:00
P0817,WH03,23,2024-01-01,2024-01-01 00:00:00
P0817,WH04,27,2024-01-01,2024-01-01 00:00:00
P0817,WH05,55,2024-01-01,2024-01-01 00:00:00
P0817,WH06,310,2024-01-01,2024-01-01 00:00:00
P0825,WH01,35,2024-01-01,2024-01-01 00:00:00
P0825,WH03,28,2024-01-01,2024-01-01 00:00:00
P0825,WH04,21,2024-01-01,2024-01-01 00:00:00
P0825,WH05,52,2024-01-01,2024-01-01 00:00:00
P0825,WH06,319,2024-01-01,2024-01-01 00:00:00
P0900,WH01,34,2024-01-01,2024-01-01 00:00:00
P0900,WH03,25,2024-01-01,2024-01-01 00:00:00
P0900,WH04,20,2024-01-01,2024-01-01 00:00:00
P0900,WH05,58,2024-01-01,2024-01-01 00:00:00
P0900,WH06,345,2024-01-01,2024-01-01 00:00:00
P0905,WH01,39,2024-01-01,2024-01-01 00:00:00
P0905,WH03,25,2024-01-01,2024-01-01 00:00:00
P0905,WH04,27,2024-01-01,2024-01-01 00:00:00
P0905,WH05,69,2024-01-01,2024-01-01 00:00:00
P0905,WH06,355,2024-01-01,2024-01-01 00:00:00
P0968,WH01,45,2024-01-01,2024-01-01 00:00:00
P0968,WH03,33,2024-01-01,2024-01-01 00:00:00
P0968,WH04,31,2024-01-01,2024-01-01 00:00:00
P0968,WH05,71,2024-01-01,2024-01-01 00:00:00
P0968,WH06,372,2024-01-01,2024-01-01 00:00:00
P1168,WH01,39,2024-01-01,2024-01-01 00:00:00
P1168,WH03,30,2024-01-01,2024-01-01 00:00:00
P1168,WH04,25,2024-01-01,2024-01-01 00:00:00
P1168,WH05,75,2024-01-01,2024-01-01 00:00:00
P1168,WH06,394,2024-01-01,2024-01-01 00:00:00
P1192,WH01,30,2024-01-01,2024-01-01 00:00:00
P1192,WH03,21,2024-01-01,2024-01-01 00:00:00
P1192,WH04,16,2024-01-01,2024-01-01 00:00:00
P1192,WH05,50,2024-01-01,2024-01-01 00:00:00
P1192,WH06,288,2024-01-01,2024-01-01 00:00:00
P1254,WH01,36,2024-01-01,2024-01-01 00:00:00
P1254,WH03,28,2024-01-01,2024-01-01 00:00:00
P1254,WH04,21,2024-01-01,2024-01-01 00:00:00
P1254,WH05,55,2024-01-01,2024-01-01 00:00:00
P1254,WH06,337,2024-01-01,2024-01-01 00:00:00
P1640,WH01,28,2024-01-01,2024-01-01 00:00:00
P1640,WH03,22,2024-01-01,2024-01-01 00:00:00
P1640,WH04,14,2024-01-01,2024-01-01 00:00:00
P1640,WH05,53,2024-01-01,2024-01-01 00:00:00
P1640,WH06,298,2024-01-01,2024-01-01 00:00:00
P1866,WH01,40,2024-01-01,2024-01-01 00:00:00
P1866,WH03,18,2024-01-01,2024-01-01 00:00:00
P1866,WH04,25,2024-01-01,2024-01-01 00:00:00
P1866,WH05,51,2024-01-01,2024-01-01 00:00:00
