product_id,item_class,product_series,product_style,product_size,created_at,updated_at,product_name
P0120,CLS-A,SER-025,STY-018,SZ-009,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0120
P0165,CLS-A,SER-032,STY-025,SZ-020,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0165
P0178,CLS-A,SER-033,STY-026,SZ-008,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0178
P0235,CLS-A,SER-039,STY-030,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0235
P0289,CLS-A,SER-050,STY-035,SZ-053,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0289
P0477,CLS-A,SER-083,STY-057,SZ-053,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0477
P0549,CLS-A,SER-097,STY-064,SZ-052,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0549
P0839,CLS-A,SER-152,STY-107,SZ-024,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0839
P0852,CLS-A,SER-156,STY-111,SZ-016,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0852
P0927,CLS-A,SER-175,STY-127,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0927
P1001,CLS-A,SER-189,STY-138,SZ-024,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1001
P1109,CLS-A,SER-212,STY-155,SZ-035,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1109
P1225,CLS-A,SER-235,STY-171,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1225
P1235,CLS-A,SER-237,STY-173,SZ-013,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1235
P1318,CLS-A,SER-249,STY-181,SZ-022,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1318
P1598,CLS-A,SER-309,STY-220,SZ-050,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1598
P1797,CLS-A,SER-350,STY-246,SZ-011,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1797
P1808,CLS-A,SER-351,STY-247,SZ-073,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1808
P1968,CLS-A,SER-374,STY-257,SZ-013,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1968
P2113,CLS-A,SER-395,STY-270,SZ-069,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2113
P2156,CLS-A,SER-411,STY-276,SZ-032,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2156
P2157,CLS-A,SER-412,STY-276,SZ-015,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2157
P2159,CLS-A,SER-414,STY-276,SZ-025,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2159
P2184,CLS-A,SER-424,STY-279,SZ-009,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2184
P0118,CLS-A,SER-025,STY-018,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0118
P0140,CLS-A,SER-030,STY-023,SZ-065,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0140
P0155,CLS-A,SER-031,STY-024,SZ-050,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0155
P0188,CLS-A,SER-034,STY-027,SZ-032,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0188
P0231,CLS-A,SER-040,STY-030,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0231
P0281,CLS-A,SER-050,STY-035,SZ-065,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0281
P0404,CLS-A,SER-072,STY-049,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0404
P0462,CLS-A,SER-082,STY-056,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0462
P0601,CLS-A,SER-108,STY-071,SZ-023,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0601
P0628,CLS-A,SER-113,STY-075,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0628
P0830,CLS-A,SER-151,STY-106,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0830
P0865,CLS-A,SER-160,STY-114,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0865
P1038,CLS-A,SER-196,STY-143,SZ-011,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1038
P1172,CLS-A,SER-223,STY-162,SZ-034,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1172
P1193,CLS-A,SER-228,STY-166,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1193
P1639,CLS-A,SER-317,STY-226,SZ-024,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1639
P1917,CLS-A,SER-370,STY-256,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1917
P1947,CLS-A,SER-369,STY-256,SZ-032,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1947
P1961,CLS-A,SER-373,STY-257,SZ-008,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1961
P1971,CLS-A,SER-375,STY-258,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1971
P2086,CLS-A,SER-392,STY-268,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2086
P2091,CLS-A,SER-393,STY-268,SZ-053,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2091
P2093,CLS-A,SER-388,STY-268,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2093
P2097,CLS-A,SER-388,STY-268,SZ-053,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2097
P2108,CLS-A,SER-394,STY-269,SZ-023,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2108
P0179,CLS-A,SER-034,STY-027,SZ-065,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0179
P0183,CLS-A,SER-035,STY-027,SZ-065,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0183
P0264,CLS-A,SER-046,STY-034,SZ-024,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0264
P0296,CLS-A,SER-052,STY-035,SZ-052,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0296
P0341,CLS-A,SER-059,STY-041,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0341
P0416,CLS-A,SER-075,STY-051,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0416
P0519,CLS-A,SER-092,STY-062,SZ-008,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0519
P0652,CLS-A,SER-117,STY-079,SZ-053,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0652
P0817,CLS-A,SER-149,STY-104,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0817
P0825,CLS-A,SER-149,STY-104,SZ-051,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0825
P0900,CLS-A,SER-170,STY-123,SZ-023,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0900
P0905,CLS-A,SER-171,STY-123,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0905
P0968,CLS-A,SER-180,STY-131,SZ-014,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P0968
P1168,CLS-A,SER-223,STY-162,SZ-003,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1168
P1192,CLS-A,SER-227,STY-165,SZ-014,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1192
P1254,CLS-A,SER-241,STY-175,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1254
P1640,CLS-A,SER-317,STY-226,SZ-027,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1640
P1866,CLS-A,SER-361,STY-254,SZ-007,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1866
P1869,CLS-A,SER-360,STY-254,SZ-024,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1869
P1924,CLS-A,SER-371,STY-256,SZ-065,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P1924
P2028,CLS-A,SER-384,STY-264,SZ-014,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2028
P2044,CLS-A,SER-386,STY-266,SZ-005,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2044
P2088,CLS-A,SER-393,STY-268,SZ-050,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2088
P2094,CLS-A,SER-388,STY-268,SZ-008,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2094
P2096,CLS-A,SER-388,STY-268,SZ-052,2024-01-01 00:00:00,2024-01-01 00:00:00,Product-P2096
