product_id,time_period,capacity,created_at
P0694,1,50,2024-01-01 00:00:00
P0694,2,50,2024-01-01 00:00:00
P0694,3,48,2024-01-01 00:00:00
P0694,4,47,2024-01-01 00:00:00
P0694,5,52,2024-01-01 00:00:00
P0694,6,47,2024-01-01 00:00:00
P0694,7,54,2024-01-01 00:00:00
P0694,8,43,2024-01-01 00:00:00
P0694,9,33,2024-01-01 00:00:00
P0694,10,39,2024-01-01 00:00:00
P0741,1,53,2024-01-01 00:00:00
P0741,2,56,2024-01-01 00:00:00
P0741,3,50,2024-01-01 00:00:00
P0741,4,56,2024-01-01 00:00:00
P0741,5,55,2024-01-01 00:00:00
P0741,6,54,2024-01-01 00:00:00
P0741,7,56,2024-01-01 00:00:00
P0741,8,35,2024-01-01 00:00:00
P0741,9,45,2024-01-01 00:00:00
P0741,10,35,2024-01-01 00:00:00
P1055,1,57,2024-01-01 00:00:00
P1055,2,48,2024-01-01 00:00:00
P1055,3,60,2024-01-01 00:00:00
P1055,4,44,2024-01-01 00:00:00
P1055,5,47,2024-01-01 00:00:00
P1055,6,48,2024-01-01 00:00:00
P1055,7,50,2024-01-01 00:00:00
P1055,8,37,2024-01-01 00:00:00
P1055,9,44,2024-01-01 00:00:00
P1055,10,37,2024-01-01 00:00:00
P1087,1,53,2024-01-01 00:00:00
P1087,2,55,2024-01-01 00:00:00
P1087,3,60,2024-01-01 00:00:00
P1087,4,46,2024-01-01 00:00:00
P1087,5,57,2024-01-01 00:00:00
P1087,6,58,2024-01-01 00:00:00
P1087,7,58,2024-01-01 00:00:00
P1087,8,44,2024-01-01 00:00:00
P1087,9,43,2024-01-01 00:00:00
P1087,10,43,2024-01-01 00:00:00
P1296,1,55,2024-01-01 00:00:00
P1296,2,57,2024-01-01 00:00:00
P1296,3,51,2024-01-01 00:00:00
P1296,4,47,2024-01-01 00:00:00
P1296,5,45,2024-01-01 00:00:00
P1296,6,47,2024-01-01 00:00:00
P1296,7,51,2024-01-01 00:00:00
P1296,8,36,2024-01-01 00:00:00
P1296,9,40,2024-01-01 00:00:00
P1296,10,45,2024-01-01 00:00:00
P1313,1,56,2024-01-01 00:00:00
P1313,2,51,2024-01-01 00:00:00
P1313,3,61,2024-01-01 00:00:00
P1313,4,54,2024-01-01 00:00:00
P1313,5,50,2024-01-01 00:00:00
P1313,6,49,2024-01-01 00:00:00
P1313,7,50,2024-01-01 00:00:00
P1313,8,34,2024-01-01 00:00:00
P1313,9,43,2024-01-01 00:00:00
P1313,10,35,2024-01-01 00:00:00
P1390,1,55,2024-01-01 00:00:00
P1390,2,50,2024-01-01 00:00:00
P1390,3,57,2024-01-01 00:00:00
P1390,4,55,2024-01-01 00:00:00
P1390,5,51,2024-01-01 00:00:00
P1390,6,41,2024-01-01 00:00:00
P1390,7,49,2024-01-01 00:00:00
P1390,8,47,2024-01-01 00:00:00
P1390,9,37,2024-01-01 00:00:00
P1390,10,33,2024-01-01 00:00:00
P1511,1,51,2024-01-01 00:00:00
P1511,2,54,2024-01-01 00:00:00
P1511,3,57,2024-01-01 00:00:00
P1511,4,48,2024-01-01 00:00:00
P1511,5,52,2024-01-01 00:00:00
P1511,6,48,2024-01-01 00:00:00
P1511,7,52,2024-01-01 00:00:00
P1511,8,40,2024-01-01 00:00:00
P1511,9,37,2024-01-01 00:00:00
P1511,10,47,2024-01-01 00:00:00
P1521,1,48,2024-01-01 00:00:00
P1521,2,52,2024-01-01 00:00:00
P1521,3,52,2024-01-01 00:00:00
P1521,4,46,2024-01-01 00:00:00
P1521,5,48,2024-01-01 00:00:00
P1521,6,48,2024-01-01 00:00:00
P1521,7,48,2024-01-01 00:00:00
P1521,8,39,2024-01-01 00:00:00
P1521,9,43,2024-01-01 00:00:00
P1521,10,40,2024-01-01 00:00:00
P1599,1,52,2024-01-01 00:00:00
P1599,2,58,2024-01-01 00:00:00
P1599,3,49,2024-01-01 00:00:00
P1599,4,43,2024-01-01 00:00:00
P1599,5,50,2024-01-01 00:00:00
P1599,6,42,2024-01-01 00:00:00
P1599,7,43,2024-01-01 00:00:00
P1599,8,36,2024-01-01 00:00:00
P1599,9,36,2024-01-01 00:00:00
P1599,10,36,2024-01-01 00:00:00
P1969,1,66,2024-01-01 00:00:00
P1969,2,53,2024-01-01 00:00:00
P1969,3,55,2024-01-01 00:00:00
P1969,4,48,2024-01-01 00:00:00
P1969,5,53,2024-01-01 00:00:00
P1969,6,59,2024-01-01 00:00:00
P1969,7,53,2024-01-01 00:00:00
P1969,8,47,2024-01-01 00:00:00
P1969,9,37,2024-01-01 00:00:00
P1969,10,45,2024-01-01 00:00:00
P1998,1,55,2024-01-01 00:00:00
P1998,2,55,2024-01-01 00:00:00
P1998,3,62,2024-01-01 00:00:00
P1998,4,44,2024-01-01 00:00:00
P1998,5,44,2024-01-01 00:00:00
P1998,6,54,2024-01-01 00:00:00
P1998,7,42,2024-01-01 00:00:00
P1998,8,37,2024-01-01 00:00:00
P1998,9,41,2024-01-01 00:00:00
P1998,10,45,2024-01-01 00:00:00
P2002,1,55,2024-01-01 00:00:00
P2002,2,54,2024-01-01 00:00:00
P2002,3,46,2024-01-01 00:00:00
P2002,4,41,2024-01-01 00:00:00
P2002,5,44,2024-01-01 00:00:00
P2002,6,51,2024-01-01 00:00:00
P2002,7,49,2024-01-01 00:00:00
P2002,8,41,2024-01-01 00:00:00
P2002,9,34,2024-01-01 00:00:00
P2002,10,39,2024-01-01 00:00:00
P2158,1,54,2024-01-01 00:00:00
P2158,2,53,2024-01-01 00:00:00
P2158,3,58,2024-01-01 00:00:00
P2158,4,55,2024-01-01 00:00:00
P2158,5,52,2024-01-01 00:00:00
P2158,6,50,2024-01-01 00:00:00
P2158,7,51,2024-01-01 00:00:00
P2158,8,42,2024-01-01 00:00:00
P2158,9,43,2024-01-01 00:00:00
P2158,10,46,2024-01-01 00:00:00
P2189,1,50,2024-01-01 00:00:00
P2189,2,51,2024-01-01 00:00:00
P2189,3,54,2024-01-01 00:00:00
P2189,4,54,2024-01-01 00:00:00
P2189,5,43,2024-01-01 00:00:00
P2189,6,49,2024-01-01 00:00:00
P2189,7,53,2024-01-01 00:00:00
P2189,8,38,2024-01-01 00:00:00
P2189,9,35,2024-01-01 00:00:00
P2189,10,33,2024-01-01 00:00:00
P2194,1,53,2024-01-01 00:00:00
P2194,2,55,2024-01-01 00:00:00
P2194,3,57,2024-01-01 00:00:00
P2194,4,56,2024-01-01 00:00:00
P2194,5,52,2024-01-01 00:00:00
P2194,6,55,2024-01-01 00:00:00
P2194,7,49,2024-01-01 00:00:00
P2194,8,36,2024-01-01 00:00:00
P2194,9,38,2024-01-01 00:00:00
P2194,10,40,2024-01-01 00:00:00
P2195,1,55,2024-01-01 00:00:00
P2195,2,52,2024-01-01 00:00:00
P2195,3,56,2024-01-01 00:00:00
P2195,4,52,2024-01-01 00:00:00
P2195,5,56,2024-01-01 00:00:00
P2195,6,48,2024-01-01 00:00:00
P2195,7,48,2024-01-01 00:00:00
P2195,8,46,2024-01-01 00:00:00
P2195,9,43,2024-01-01 00:00:00
P2195,10,40,2024-01-01 00:00:00
P2232,1,51,2024-01-01 00:00:00
P2232,2,53,2024-01-01 00:00:00
P2232,3,49,2024-01-01 00:00:00
P2232,4,46,2024-01-01 00:00:00
P2232,5,52,2024-01-01 00:00:00
P2232,6,43,2024-01-01 00:00:00
P2232,7,46,2024-01-01 00:00:00
P2232,8,43,2024-01-01 00:00:00
P2232,9,46,2024-01-01 00:00:00
P2232,10,43,2024-01-01 00:00:00
P2237,1,55,2024-01-01 00:00:00
P2237,2,63,2024-01-01 00:00:00
P2237,3,62,2024-01-01 00:00:00
P2237,4,53,2024-01-01 00:00:00
P2237,5,47,2024-01-01 00:00:00
P2237,6,53,2024-01-01 00:00:00
P2237,7,58,2024-01-01 00:00:00
P2237,8,43,2024-01-01 00:00:00
P2237,9,47,2024-01-01 00:00:00
P2237,10,35,2024-01-01 00:00:00
P0119,1,68,2024-01-01 00:00:00
P0119,2,70,2024-01-01 00:00:00
P0119,3,72,2024-01-01 00:00:00
P0119,4,69,2024-01-01 00:00:00
P0119,5,55,2024-01-01 00:00:00
P0119,6,57,2024-01-01 00:00:00
P0119,7,58,2024-01-01 00:00:00
P0119,8,48,2024-01-01 00:00:00
P0119,9,50,2024-01-01 00:00:00
P0119,10,45,2024-01-01 00:00:00
P0120,1,58,2024-01-01 00:00:00
P0120,2,62,2024-01-01 00:00:00
P0120,3,63,2024-01-01 00:00:00
P0120,4,53,2024-01-01 00:00:00
P0120,5,61,2024-01-01 00:00:00
P0120,6,52,2024-01-01 00:00:00
P0120,7,63,2024-01-01 00:00:00
P0120,8,42,2024-01-01 00:00:00
P0120,9,48,2024-01-01 00:00:00
P0120,10,50,2024-01-01 00:00:00
P0165,1,71,2024-01-01 00:00:00
P0165,2,63,2024-01-01 00:00:00
P0165,3,61,2024-01-01 00:00:00
P0165,4,64,2024-01-01 00:00:00
P0165,5,68,2024-01-01 00:00:00
P0165,6,55,2024-01-01 00:00:00
P0165,7,64,2024-01-01 00:00:00
P0165,8,49,2024-01-01 00:00:00
P0165,9,50,2024-01-01 00:00:00
P0165,10,42,2024-01-01 00:00:00
P0178,1,67,2024-01-01 00:00:00
P0178,2,69,2024-01-01 00:00:00
P0178,3,62,2024-01-01 00:00:00
P0178,4,58,2024-01-01 00:00:00
P0178,5,66,2024-01-01 00:00:00
P0178,6,65,2024-01-01 00:00:00
P0178,7,59,2024-01-01 00:00:00
P0178,8,49,2024-01-01 00:00:00
P0178,9,50,2024-01-01 00:00:00
P0178,10,48,2024-01-01 00:00:00
P0235,1,64,2024-01-01 00:00:00
P0235,2,68,2024-01-01 00:00:00
P0235,3,75,2024-01-01 00:00:00
P0235,4,71,2024-01-01 00:00:00
P0235,5,59,2024-01-01 00:00:00
P0235,6,63,2024-01-01 00:00:00
P0235,7,60,2024-01-01 00:00:00
P0235,8,51,2024-01-01 00:00:00
P0235,9,51,2024-01-01 00:00:00
P0235,10,53,2024-01-01 00:00:00
P0289,1,69,2024-01-01 00:00:00
P0289,2,64,2024-01-01 00:00:00
P0289,3,60,2024-01-01 00:00:00
P0289,4,66,2024-01-01 00:00:00
P0289,5,63,2024-01-01 00:00:00
P0289,6,53,2024-01-01 00:00:00
P0289,7,61,2024-01-01 00:00:00
P0289,8,49,2024-01-01 00:00:00
P0289,9,53,2024-01-01 00:00:00
P0289,10,53,2024-01-01 00:00:00
P0477,1,73,2024-01-01 00:00:00
P0477,2,66,2024-01-01 00:00:00
P0477,3,71,2024-01-01 00:00:00
P0477,4,65,2024-01-01 00:00:00
P0477,5,65,2024-01-01 00:00:00
P0477,6,60,2024-01-01 00:00:00
P0477,7,60,2024-01-01 00:00:00
P0477,8,55,2024-01-01 00:00:00
P0477,9,49,2024-01-01 00:00:00
P0477,10,60,2024-01-01 00:00:00
P0549,1,66,2024-01-01 00:00:00
P0549,2,71,2024-01-01 00:00:00
P0549,3,73,2024-01-01 00:00:00
P0549,4,63,2024-01-01 00:00:00
P0549,5,68,2024-01-01 00:00:00
P0549,6,65,2024-01-01 00:00:00
P0549,7,58,2024-01-01 00:00:00
P0549,8,50,2024-01-01 00:00:00
P0549,9,51,2024-01-01 00:00:00
P0549,10,48,2024-01-01 00:00:00
P0839,1,68,2024-01-01 00:00:00
P0839,2,72,2024-01-01 00:00:00
P0839,3,71,2024-01-01 00:00:00
P0839,4,74,2024-01-01 00:00:00
P0839,5,70,2024-01-01 00:00:00
P0839,6,66,2024-01-01 00:00:00
P0839,7,67,2024-01-01 00:00:00
P0839,8,58,2024-01-01 00:00:00
P0839,9,61,2024-01-01 00:00:00
P0839,10,60,2024-01-01 00:00:00
P0852,1,63,2024-01-01 00:00:00
P0852,2,59,2024-01-01 00:00:00
P0852,3,61,2024-01-01 00:00:00
P0852,4,60,2024-01-01 00:00:00
P0852,5,64,2024-01-01 00:00:00
P0852,6,67,2024-01-01 00:00:00
P0852,7,58,2024-01-01 00:00:00
P0852,8,51,2024-01-01 00:00:00
P0852,9,48,2024-01-01 00:00:00
P0852,10,47,2024-01-01 00:00:00
P0927,1,70,2024-01-01 00:00:00
P0927,2,65,2024-01-01 00:00:00
P0927,3,60,2024-01-01 00:00:00
P0927,4,65,2024-01-01 00:00:00
P0927,5,55,2024-01-01 00:00:00
P0927,6,62,2024-01-01 00:00:00
P0927,7,60,2024-01-01 00:00:00
P0927,8,46,2024-01-01 00:00:00
P0927,9,47,2024-01-01 00:00:00
P0927,10,51,2024-01-01 00:00:00
P1001,1,70,2024-01-01 00:00:00
P1001,2,62,2024-01-01 00:00:00
P1001,3,59,2024-01-01 00:00:00
P1001,4,67,2024-01-01 00:00:00
P1001,5,61,2024-01-01 00:00:00
P1001,6,61,2024-01-01 00:00:00
P1001,7,57,2024-01-01 00:00:00
P1001,8,48,2024-01-01 00:00:00
P1001,9,44,2024-01-01 00:00:00
P1001,10,53,2024-01-01 00:00:00
P1109,1,63,2024-01-01 00:00:00
P1109,2,59,2024-01-01 00:00:00
P1109,3,68,2024-01-01 00:00:00
P1109,4,56,2024-01-01 00:00:00
P1109,5,63,2024-01-01 00:00:00
P1109,6,59,2024-01-01 00:00:00
P1109,7,66,2024-01-01 00:00:00
P1109,8,42,2024-01-01 00:00:00
P1109,9,44,2024-01-01 00:00:00
P1109,10,49,2024-01-01 00:00:00
P1225,1,70,2024-01-01 00:00:00
P1225,2,70,2024-01-01 00:00:00
P1225,3,66,2024-01-01 00:00:00
P1225,4,53,2024-01-01 00:00:00
P1225,5,61,2024-01-01 00:00:00
P1225,6,67,2024-01-01 00:00:00
P1225,7,64,2024-01-01 00:00:00
P1225,8,46,2024-01-01 00:00:00
P1225,9,52,2024-01-01 00:00:00
P1225,10,54,2024-01-01 00:00:00
P1235,1,64,2024-01-01 00:00:00
P1235,2,66,2024-01-01 00:00:00
P1235,3,75,2024-01-01 00:00:00
P1235,4,65,2024-01-01 00:00:00
P1235,5,62,2024-01-01 00:00:00
P1235,6,64,2024-01-01 00:00:00
P1235,7,62,2024-01-01 00:00:00
P1235,8,60,2024-01-01 00:00:00
P1235,9,56,2024-01-01 00:00:00
P1235,10,51,2024-01-01 00:00:00
P1318,1,65,2024-01-01 00:00:00
P1318,2,63,2024-01-01 00:00:00
P1318,3,62,2024-01-01 00:00:00
P1318,4,63,2024-01-01 00:00:00
P1318,5,63,2024-01-01 00:00:00
P1318,6,65,2024-01-01 00:00:00
P1318,7,66,2024-01-01 00:00:00
P1318,8,43,2024-01-01 00:00:00
P1318,9,43,2024-01-01 00:00:00
P1318,10,52,2024-01-01 00:00:00
P1598,1,72,2024-01-01 00:00:00
P1598,2,60,2024-01-01 00:00:00
P1598,3,63,2024-01-01 00:00:00
P1598,4,56,2024-01-01 00:00:00
P1598,5,67,2024-01-01 00:00:00
P1598,6,58,2024-01-01 00:00:00
P1598,7,59,2024-01-01 00:00:00
P1598,8,51,2024-01-01 00:00:00
P1598,9,55,2024-01-01 00:00:00
P1598,10,55,2024-01-01 00:00:00
P1797,1,59,2024-01-01 00:00:00
P1797,2,69,2024-01-01 00:00:00
P1797,3,70,2024-01-01 00:00:00
P1797,4,55,2024-01-01 00:00:00
P1797,5,63,2024-01-01 00:00:00
P1797,6,58,2024-01-01 00:00:00
P1797,7,54,2024-01-01 00:00:00
P1797,8,50,2024-01-01 00:00:00
P1797,9,49,2024-01-01 00:00:00
P1797,10,48,2024-01-01 00:00:00
P1808,1,67,2024-01-01 00:00:00
P1808,2,61,2024-01-01 00:00:00
P1808,3,59,2024-01-01 00:00:00
P1808,4,55,2024-01-01 00:00:00
P1808,5,58,2024-01-01 00:00:00
P1808,6,54,2024-01-01 00:00:00
P1808,7,59,2024-01-01 00:00:00
P1808,8,47,2024-01-01 00:00:00
P1808,9,39,2024-01-01 00:00:00
P1808,10,41,2024-01-01 00:00:00
P1968,1,64,2024-01-01 00:00:00
P1968,2,70,2024-01-01 00:00:00
P1968,3,70,2024-01-01 00:00:00
P1968,4,62,2024-01-01 00:00:00
P1968,5,55,2024-01-01 00:00:00
P1968,6,55,2024-01-01 00:00:00
P1968,7,66,2024-01-01 00:00:00
P1968,8,50,2024-01-01 00:00:00
P1968,9,52,2024-01-01 00:00:00
P1968,10,49,2024-01-01 00:00:00
P2113,1,55,2024-01-01 00:00:00
P2113,2,59,2024-01-01 00:00:00
P2113,3,63,2024-01-01 00:00:00
P2113,4,57,2024-01-01 00:00:00
P2113,5,63,2024-01-01 00:00:00
P2113,6,53,2024-01-01 00:00:00
P2113,7,63,2024-01-01 00:00:00
P2113,8,51,2024-01-01 00:00:00
P2113,9,43,2024-01-01 00:00:00
P2113,10,41,2024-01-01 00:00:00
P2156,1,76,2024-01-01 00:00:00
P2156,2,64,2024-01-01 00:00:00
P2156,3,74,2024-01-01 00:00:00
P2156,4,74,2024-01-01 00:00:00
P2156,5,66,2024-01-01 00:00:00
P2156,6,59,2024-01-01 00:00:00
P2156,7,62,2024-01-01 00:00:00
P2156,8,47,2024-01-01 00:00:00
P2156,9,57,2024-01-01 00:00:00
P2156,10,60,2024-01-01 00:00:00
P2157,1,55,2024-01-01 00:00:00
P2157,2,59,2024-01-01 00:00:00
P2157,3,57,2024-01-01 00:00:00
P2157,4,54,2024-01-01 00:00:00
P2157,5,55,2024-01-01 00:00:00
P2157,6,61,2024-01-01 00:00:00
P2157,7,60,2024-01-01 00:00:00
P2157,8,41,2024-01-01 00:00:00
P2157,9,49,2024-01-01 00:00:00
P2157,10,43,2024-01-01 00:00:00
P2159,1,67,2024-01-01 00:00:00
P2159,2,69,2024-01-01 00:00:00
P2159,3,61,2024-01-01 00:00:00
P2159,4,54,2024-01-01 00:00:00
P2159,5,63,2024-01-01 00:00:00
P2159,6,61,2024-01-01 00:00:00
P2159,7,63,2024-01-01 00:00:00
P2159,8,43,2024-01-01 00:00:00
P2159,9,50,2024-01-01 00:00:00
P2159,10,52,2024-01-01 00:00:00
P2184,1,70,2024-01-01 00:00:00
P2184,2,72,2024-01-01 00:00:00
P2184,3,69,2024-01-01 00:00:00
P2184,4,70,2024-01-01 00:00:00
P2184,5,63,2024-01-01 00:00:00
P2184,6,59,2024-01-01 00:00:00
P2184,7,69,2024-01-01 00:00:00
P2184,8,56,2024-01-01 00:00:00
P2184,9,46,2024-01-01 00:00:00
P2184,10,50,2024-01-01 00:00:00
P0118,1,80,2024-01-01 00:00:00
P0118,2,89,2024-01-01 00:00:00
P0118,3,87,2024-01-01 00:00:00
P0118,4,85,2024-01-01 00:00:00
P0118,5,88,2024-01-01 00:00:00
P0118,6,88,2024-01-01 00:00:00
P0118,7,86,2024-01-01 00:00:00
P0118,8,62,2024-01-01 00:00:00
P0118,9,73,2024-01-01 00:00:00
P0118,10,67,2024-01-01 00:00:00
P0140,1,78,2024-01-01 00:00:00
P0140,2,80,2024-01-01 00:00:00
P0140,3,78,2024-01-01 00:00:00
P0140,4,77,2024-01-01 00:00:00
P0140,5,77,2024-01-01 00:00:00
P0140,6,74,2024-01-01 00:00:00
P0140,7,76,2024-01-01 00:00:00
P0140,8,70,2024-01-01 00:00:00
P0140,9,58,2024-01-01 00:00:00
P0140,10,68,2024-01-01 00:00:00
P0155,1,81,2024-01-01 00:00:00
P0155,2,80,2024-01-01 00:00:00
P0155,3,87,2024-01-01 00:00:00
P0155,4,81,2024-01-01 00:00:00
P0155,5,81,2024-01-01 00:00:00
P0155,6,78,2024-01-01 00:00:00
P0155,7,75,2024-01-01 00:00:00
P0155,8,63,2024-01-01 00:00:00
P0155,9,61,2024-01-01 00:00:00
P0155,10,67,2024-01-01 00:00:00
P0188,1,75,2024-01-01 00:00:00
P0188,2,80,2024-01-01 00:00:00
P0188,3,83,2024-01-01 00:00:00
P0188,4,70,2024-01-01 00:00:00
P0188,5,69,2024-01-01 00:00:00
P0188,6,72,2024-01-01 00:00:00
P0188,7,72,2024-01-01 00:00:00
P0188,8,55,2024-01-01 00:00:00
P0188,9,59,2024-01-01 00:00:00
P0188,10,54,2024-01-01 00:00:00
P0231,1,72,2024-01-01 00:00:00
P0231,2,78,2024-01-01 00:00:00
P0231,3,76,2024-01-01 00:00:00
P0231,4,67,2024-01-01 00:00:00
P0231,5,71,2024-01-01 00:00:00
P0231,6,68,2024-01-01 00:00:00
P0231,7,71,2024-01-01 00:00:00
P0231,8,63,2024-01-01 00:00:00
P0231,9,55,2024-01-01 00:00:00
P0231,10,58,2024-01-01 00:00:00
P0281,1,82,2024-01-01 00:00:00
P0281,2,78,2024-01-01 00:00:00
P0281,3,80,2024-01-01 00:00:00
P0281,4,82,2024-01-01 00:00:00
P0281,5,75,2024-01-01 00:00:00
P0281,6,79,2024-01-01 00:00:00
P0281,7,78,2024-01-01 00:00:00
P0281,8,64,2024-01-01 00:00:00
P0281,9,66,2024-01-01 00:00:00
P0281,10,69,2024-01-01 00:00:00
P0404,1,81,2024-01-01 00:00:00
P0404,2,78,2024-01-01 00:00:00
P0404,3,81,2024-01-01 00:00:00
P0404,4,73,2024-01-01 00:00:00
P0404,5,70,2024-01-01 00:00:00
P0404,6,77,2024-01-01 00:00:00
P0404,7,68,2024-01-01 00:00:00
P0404,8,55,2024-01-01 00:00:00
P0404,9,55,2024-01-01 00:00:00
P0404,10,60,2024-01-01 00:00:00
P0462,1,78,2024-01-01 00:00:00
P0462,2,84,2024-01-01 00:00:00
P0462,3,81,2024-01-01 00:00:00
P0462,4,74,2024-01-01 00:00:00
P0462,5,79,2024-01-01 00:00:00
P0462,6,74,2024-01-01 00:00:00
P0462,7,73,2024-01-01 00:00:00
P0462,8,60,2024-01-01 00:00:00
P0462,9,62,2024-01-01 00:00:00
P0462,10,64,2024-01-01 00:00:00
P0601,1,90,2024-01-01 00:00:00
P0601,2,80,2024-01-01 00:00:00
P0601,3,90,2024-01-01 00:00:00
P0601,4,88,2024-01-01 00:00:00
P0601,5,72,2024-01-01 00:00:00
P0601,6,74,2024-01-01 00:00:00
P0601,7,77,2024-01-01 00:00:00
P0601,8,59,2024-01-01 00:00:00
P0601,9,61,2024-01-01 00:00:00
P0601,10,62,2024-01-01 00:00:00
P0628,1,91,2024-01-01 00:00:00
P0628,2,89,2024-01-01 00:00:00
P0628,3,87,2024-01-01 00:00:00
P0628,4,77,2024-01-01 00:00:00
P0628,5,82,2024-01-01 00:00:00
P0628,6,86,2024-01-01 00:00:00
P0628,7,88,2024-01-01 00:00:00
P0628,8,64,2024-01-01 00:00:00
P0628,9,64,2024-01-01 00:00:00
P0628,10,65,2024-01-01 00:00:00
P0830,1,84,2024-01-01 00:00:00
P0830,2,94,2024-01-01 00:00:00
P0830,3,91,2024-01-01 00:00:00
P0830,4,80,2024-01-01 00:00:00
P0830,5,89,2024-01-01 00:00:00
P0830,6,88,2024-01-01 00:00:00
P0830,7,82,2024-01-01 00:00:00
P0830,8,68,2024-01-01 00:00:00
P0830,9,67,2024-01-01 00:00:00
P0830,10,68,2024-01-01 00:00:00
P0865,1,84,2024-01-01 00:00:00
P0865,2,77,2024-01-01 00:00:00
P0865,3,82,2024-01-01 00:00:00
P0865,4,79,2024-01-01 00:00:00
P0865,5,76,2024-01-01 00:00:00
P0865,6,77,2024-01-01 00:00:00
P0865,7,85,2024-01-01 00:00:00
P0865,8,68,2024-01-01 00:00:00
P0865,9,69,2024-01-01 00:00:00
P0865,10,60,2024-01-01 00:00:00
P1038,1,79,2024-01-01 00:00:00
P1038,2,82,2024-01-01 00:00:00
P1038,3,79,2024-01-01 00:00:00
P1038,4,78,2024-01-01 00:00:00
P1038,5,67,2024-01-01 00:00:00
P1038,6,69,2024-01-01 00:00:00
P1038,7,72,2024-01-01 00:00:00
P1038,8,54,2024-01-01 00:00:00
P1038,9,53,2024-01-01 00:00:00
P1038,10,63,2024-01-01 00:00:00
P1172,1,73,2024-01-01 00:00:00
P1172,2,80,2024-01-01 00:00:00
P1172,3,74,2024-01-01 00:00:00
P1172,4,71,2024-01-01 00:00:00
P1172,5,71,2024-01-01 00:00:00
P1172,6,73,2024-01-01 00:00:00
P1172,7,67,2024-01-01 00:00:00
P1172,8,60,2024-01-01 00:00:00
P1172,9,52,2024-01-01 00:00:00
P1172,10,57,2024-01-01 00:00:00
P1193,1,96,2024-01-01 00:00:00
P1193,2,82,2024-01-01 00:00:00
P1193,3,90,2024-01-01 00:00:00
P1193,4,89,2024-01-01 00:00:00
P1193,5,79,2024-01-01 00:00:00
P1193,6,77,2024-01-01 00:00:00
P1193,7,80,2024-01-01 00:00:00
P1193,8,66,2024-01-01 00:00:00
P1193,9,65,2024-01-01 00:00:00
P1193,10,74,2024-01-01 00:00:00
P1639,1,76,2024-01-01 00:00:00
P1639,2,76,2024-01-01 00:00:00
P1639,3,77,2024-01-01 00:00:00
P1639,4,73,2024-01-01 00:00:00
P1639,5,67,2024-01-01 00:00:00
P1639,6,82,2024-01-01 00:00:00
P1639,7,66,2024-01-01 00:00:00
P1639,8,53,2024-01-01 00:00:00
P1639,9,64,2024-01-01 00:00:00
P1639,10,63,2024-01-01 00:00:00
P1917,1,89,2024-01-01 00:00:00
P1917,2,85,2024-01-01 00:00:00
P1917,3,87,2024-01-01 00:00:00
P1917,4,79,2024-01-01 00:00:00
P1917,5,74,2024-01-01 00:00:00
