product_id,warehouse_id,time_period,inventory_fluctuation,inventory_ceiling,inventory_floor,created_at
P0095,WH06,2,-8,297,26,2024-01-01 00:00:00
P0095,WH06,3,-2,297,22,2024-01-01 00:00:00
P0095,WH06,4,-4,288,26,2024-01-01 00:00:00
P0095,WH06,5,-9,286,26,2024-01-01 00:00:00
P0095,WH06,6,-9,293,24,2024-01-01 00:00:00
P0095,WH06,7,2,282,22,2024-01-01 00:00:00
P0095,WH06,8,-7,280,22,2024-01-01 00:00:00
P0095,WH06,9,-10,283,22,2024-01-01 00:00:00
P0095,WH06,10,0,293,22,2024-01-01 00:00:00
P0115,WH01,1,-11,100,49,2024-01-01 00:00:00
P0115,WH01,2,-11,95,47,2024-01-01 00:00:00
P0115,WH01,3,-10,102,54,2024-01-01 00:00:00
P0115,WH01,4,-9,106,48,2024-01-01 00:00:00
P0115,WH01,5,-15,94,42,2024-01-01 00:00:00
P0115,WH01,6,-5,115,54,2024-01-01 00:00:00
P0115,WH01,7,-8,95,47,2024-01-01 00:00:00
P0115,WH01,8,-5,100,49,2024-01-01 00:00:00
P0115,WH01,9,-8,104,43,2024-01-01 00:00:00
P0115,WH01,10,-2,93,45,2024-01-01 00:00:00
P0115,WH03,1,-11,101,48,2024-01-01 00:00:00
P0115,WH03,2,-9,118,57,2024-01-01 00:00:00
P0115,WH03,3,-10,104,49,2024-01-01 00:00:00
P0115,WH03,4,-16,106,53,2024-01-01 00:00:00
P0115,WH03,5,-12,110,54,2024-01-01 00:00:00
P0115,WH03,6,-6,108,49,2024-01-01 00:00:00
P0115,WH03,7,-8,109,52,2024-01-01 00:00:00
P0115,WH03,8,3,106,48,2024-01-01 00:00:00
P0115,WH03,9,-4,109,59,2024-01-01 00:00:00
P0115,WH03,10,-6,110,49,2024-01-01 00:00:00
P0115,WH04,1,-10,102,51,2024-01-01 00:00:00
P0115,WH04,2,-13,103,52,2024-01-01 00:00:00
P0115,WH04,3,-11,107,52,2024-01-01 00:00:00
P0115,WH04,4,-14,108,57,2024-01-01 00:00:00
P0115,WH04,5,-13,120,61,2024-01-01 00:00:00
P0115,WH04,6,-15,107,58,2024-01-01 00:00:00
P0115,WH04,7,-15,109,58,2024-01-01 00:00:00
P0115,WH04,8,5,113,60,2024-01-01 00:00:00
P0115,WH04,9,-3,106,52,2024-01-01 00:00:00
P0115,WH04,10,-3,108,51,2024-01-01 00:00:00
P0115,WH05,1,-13,120,60,2024-01-01 00:00:00
P0115,WH05,2,-11,126,65,2024-01-01 00:00:00
P0115,WH05,3,-19,128,66,2024-01-01 00:00:00
P0115,WH05,4,-18,106,58,2024-01-01 00:00:00
P0115,WH05,5,-22,120,61,2024-01-01 00:00:00
P0115,WH05,6,-5,107,58,2024-01-01 00:00:00
P0115,WH05,7,-10,120,63,2024-01-01 00:00:00
P0115,WH05,8,-6,112,60,2024-01-01 00:00:00
P0115,WH05,9,-4,113,66,2024-01-01 00:00:00
P0115,WH05,10,-8,118,57,2024-01-01 00:00:00
P0115,WH06,1,-10,281,18,2024-01-01 00:00:00
P0115,WH06,2,-11,278,17,2024-01-01 00:00:00
P0115,WH06,3,-4,272,22,2024-01-01 00:00:00
P0115,WH06,4,12,281,23,2024-01-01 00:00:00
P0115,WH06,5,-7,292,19,2024-01-01 00:00:00
P0115,WH06,6,-7,274,17,2024-01-01 00:00:00
P0115,WH06,7,0,280,21,2024-01-01 00:00:00
P0115,WH06,8,-4,277,17,2024-01-01 00:00:00
P0115,WH06,9,-11,273,17,2024-01-01 00:00:00
P0115,WH06,10,-2,288,17,2024-01-01 00:00:00
P0222,WH01,1,-5,102,51,2024-01-01 00:00:00
P0222,WH01,2,-4,104,55,2024-01-01 00:00:00
P0222,WH01,3,-12,99,43,2024-01-01 00:00:00
P0222,WH01,4,-15,98,46,2024-01-01 00:00:00
P0222,WH01,5,-12,105,53,2024-01-01 00:00:00
P0222,WH01,6,-10,107,45,2024-01-01 00:00:00
P0222,WH01,7,-10,93,43,2024-01-01 00:00:00
P0222,WH01,8,-3,105,45,2024-01-01 00:00:00
P0222,WH01,9,-8,105,53,2024-01-01 00:00:00
P0222,WH01,10,-7,103,48,2024-01-01 00:00:00
P0222,WH03,1,-12,107,57,2024-01-01 00:00:00
P0222,WH03,2,-13,105,58,2024-01-01 00:00:00
P0222,WH03,3,-16,106,53,2024-01-01 00:00:00
P0222,WH03,4,-14,116,55,2024-01-01 00:00:00
P0222,WH03,5,-12,119,57,2024-01-01 00:00:00
P0222,WH03,6,-9,109,56,2024-01-01 00:00:00
P0222,WH03,7,-13,118,56,2024-01-01 00:00:00
P0222,WH03,8,-2,117,61,2024-01-01 00:00:00
P0222,WH03,9,-8,112,56,2024-01-01 00:00:00
P0222,WH03,10,-8,108,53,2024-01-01 00:00:00
P0222,WH04,1,-15,105,53,2024-01-01 00:00:00
P0222,WH04,2,-8,120,62,2024-01-01 00:00:00
P0222,WH04,3,-13,116,63,2024-01-01 00:00:00
P0222,WH04,4,-13,109,62,2024-01-01 00:00:00
P0222,WH04,5,-15,116,60,2024-01-01 00:00:00
P0222,WH04,6,-12,104,57,2024-01-01 00:00:00
P0222,WH04,7,-15,122,63,2024-01-01 00:00:00
P0222,WH04,8,1,103,56,2024-01-01 00:00:00
P0222,WH04,9,-3,110,62,2024-01-01 00:00:00
P0222,WH04,10,-8,112,52,2024-01-01 00:00:00
P0222,WH05,1,-17,115,60,2024-01-01 00:00:00
P0222,WH05,2,-17,122,62,2024-01-01 00:00:00
P0222,WH05,3,-19,122,65,2024-01-01 00:00:00
P0222,WH05,4,-15,120,65,2024-01-01 00:00:00
P0222,WH05,5,-16,130,71,2024-01-01 00:00:00
P0222,WH05,6,-8,118,67,2024-01-01 00:00:00
P0222,WH05,7,-5,113,60,2024-01-01 00:00:00
P0222,WH05,8,-3,110,58,2024-01-01 00:00:00
P0222,WH05,9,-2,113,60,2024-01-01 00:00:00
P0222,WH05,10,-6,114,61,2024-01-01 00:00:00
P0222,WH06,1,-2,280,22,2024-01-01 00:00:00
P0222,WH06,2,-10,300,21,2024-01-01 00:00:00
P0222,WH06,3,-2,298,22,2024-01-01 00:00:00
P0222,WH06,4,6,291,17,2024-01-01 00:00:00
P0222,WH06,5,0,293,19,2024-01-01 00:00:00
P0222,WH06,6,-6,283,21,2024-01-01 00:00:00
P0222,WH06,7,6,295,22,2024-01-01 00:00:00
P0222,WH06,8,-9,293,18,2024-01-01 00:00:00
P0222,WH06,9,-11,299,22,2024-01-01 00:00:00
P0222,WH06,10,-9,292,18,2024-01-01 00:00:00
P0254,WH01,1,-9,108,58,2024-01-01 00:00:00
P0254,WH01,2,-8,111,61,2024-01-01 00:00:00
P0254,WH01,3,-15,99,52,2024-01-01 00:00:00
P0254,WH01,4,-16,111,52,2024-01-01 00:00:00
P0254,WH01,5,-11,123,63,2024-01-01 00:00:00
P0254,WH01,6,-9,116,67,2024-01-01 00:00:00
P0254,WH01,7,-10,117,58,2024-01-01 00:00:00
P0254,WH01,8,-6,102,54,2024-01-01 00:00:00
P0254,WH01,9,-4,102,52,2024-01-01 00:00:00
P0254,WH01,10,-4,106,55,2024-01-01 00:00:00
P0254,WH03,1,-9,114,66,2024-01-01 00:00:00
P0254,WH03,2,-13,110,58,2024-01-01 00:00:00
P0254,WH03,3,-19,115,58,2024-01-01 00:00:00
P0254,WH03,4,-12,110,63,2024-01-01 00:00:00
P0254,WH03,5,-13,120,72,2024-01-01 00:00:00
P0254,WH03,6,-12,131,72,2024-01-01 00:00:00
P0254,WH03,7,-12,117,66,2024-01-01 00:00:00
P0254,WH03,8,1,121,67,2024-01-01 00:00:00
P0254,WH03,9,-5,118,67,2024-01-01 00:00:00
P0254,WH03,10,-3,107,58,2024-01-01 00:00:00
P0254,WH04,1,-14,121,72,2024-01-01 00:00:00
P0254,WH04,2,-8,129,67,2024-01-01 00:00:00
P0254,WH04,3,-13,118,67,2024-01-01 00:00:00
P0254,WH04,4,-22,126,70,2024-01-01 00:00:00
P0254,WH04,5,-11,129,74,2024-01-01 00:00:00
P0254,WH04,6,-13,112,64,2024-01-01 00:00:00
P0254,WH04,7,-12,120,63,2024-01-01 00:00:00
P0254,WH04,8,4,119,66,2024-01-01 00:00:00
P0254,WH04,9,-5,123,74,2024-01-01 00:00:00
P0254,WH04,10,-2,124,69,2024-01-01 00:00:00
P0254,WH05,1,-14,145,85,2024-01-01 00:00:00
P0254,WH05,2,-8,132,82,2024-01-01 00:00:00
P0254,WH05,3,-21,130,79,2024-01-01 00:00:00
P0254,WH05,4,-20,138,79,2024-01-01 00:00:00
P0254,WH05,5,-23,130,73,2024-01-01 00:00:00
P0254,WH05,6,-9,138,79,2024-01-01 00:00:00
P0254,WH05,7,-5,136,83,2024-01-01 00:00:00
P0254,WH05,8,-6,132,83,2024-01-01 00:00:00
P0254,WH05,9,-8,135,76,2024-01-01 00:00:00
P0254,WH05,10,-6,143,83,2024-01-01 00:00:00
P0254,WH06,1,-3,336,21,2024-01-01 00:00:00
P0254,WH06,2,-12,338,21,2024-01-01 00:00:00
P0254,WH06,3,3,331,22,2024-01-01 00:00:00
P0254,WH06,4,5,349,20,2024-01-01 00:00:00
P0254,WH06,5,-4,332,21,2024-01-01 00:00:00
P0254,WH06,6,-3,344,22,2024-01-01 00:00:00
P0254,WH06,7,3,350,22,2024-01-01 00:00:00
P0254,WH06,8,-6,348,23,2024-01-01 00:00:00
P0254,WH06,9,3,349,20,2024-01-01 00:00:00
P0254,WH06,10,-12,339,20,2024-01-01 00:00:00
P0302,WH01,1,-7,103,51,2024-01-01 00:00:00
P0302,WH01,2,-5,107,48,2024-01-01 00:00:00
P0302,WH01,3,-14,109,51,2024-01-01 00:00:00
P0302,WH01,4,-15,117,58,2024-01-01 00:00:00
P0302,WH01,5,-17,118,62,2024-01-01 00:00:00
P0302,WH01,6,-5,110,57,2024-01-01 00:00:00
P0302,WH01,7,-8,110,62,2024-01-01 00:00:00
P0302,WH01,8,-7,98,50,2024-01-01 00:00:00
P0302,WH01,9,-6,110,48,2024-01-01 00:00:00
P0302,WH01,10,-3,109,51,2024-01-01 00:00:00
P0302,WH03,1,-10,111,59,2024-01-01 00:00:00
P0302,WH03,2,-10,106,59,2024-01-01 00:00:00
P0302,WH03,3,-14,119,66,2024-01-01 00:00:00
P0302,WH03,4,-11,101,54,2024-01-01 00:00:00
P0302,WH03,5,-15,126,68,2024-01-01 00:00:00
P0302,WH03,6,-14,115,68,2024-01-01 00:00:00
P0302,WH03,7,-8,121,59,2024-01-01 00:00:00
P0302,WH03,8,0,109,59,2024-01-01 00:00:00
P0302,WH03,9,-8,105,57,2024-01-01 00:00:00
P0302,WH03,10,-8,118,65,2024-01-01 00:00:00
P0302,WH04,1,-14,110,59,2024-01-01 00:00:00
P0302,WH04,2,-15,121,66,2024-01-01 00:00:00
P0302,WH04,3,-18,119,62,2024-01-01 00:00:00
P0302,WH04,4,-16,122,65,2024-01-01 00:00:00
P0302,WH04,5,-11,115,62,2024-01-01 00:00:00
P0302,WH04,6,-8,120,61,2024-01-01 00:00:00
P0302,WH04,7,-10,113,58,2024-01-01 00:00:00
P0302,WH04,8,2,118,65,2024-01-01 00:00:00
P0302,WH04,9,-2,130,68,2024-01-01 00:00:00
P0302,WH04,10,-3,122,62,2024-01-01 00:00:00
P0302,WH05,1,-14,120,65,2024-01-01 00:00:00
P0302,WH05,2,-8,131,72,2024-01-01 00:00:00
P0302,WH05,3,-15,126,79,2024-01-01 00:00:00
P0302,WH05,4,-11,141,79,2024-01-01 00:00:00
P0302,WH05,5,-22,113,66,2024-01-01 00:00:00
P0302,WH05,6,-15,135,76,2024-01-01 00:00:00
P0302,WH05,7,-10,117,65,2024-01-01 00:00:00
P0302,WH05,8,-3,118,71,2024-01-01 00:00:00
P0302,WH05,9,-8,130,69,2024-01-01 00:00:00
P0302,WH05,10,-8,132,79,2024-01-01 00:00:00
P0302,WH06,1,-7,311,18,2024-01-01 00:00:00
P0302,WH06,2,-10,319,17,2024-01-01 00:00:00
P0302,WH06,3,-11,304,23,2024-01-01 00:00:00
P0302,WH06,4,3,313,17,2024-01-01 00:00:00
P0302,WH06,5,-3,312,17,2024-01-01 00:00:00
P0302,WH06,6,0,320,19,2024-01-01 00:00:00
P0302,WH06,7,6,313,21,2024-01-01 00:00:00
P0302,WH06,8,-3,323,18,2024-01-01 00:00:00
P0302,WH06,9,-11,317,19,2024-01-01 00:00:00
P0302,WH06,10,-8,314,17,2024-01-01 00:00:00
P0396,WH01,1,-5,123,65,2024-01-01 00:00:00
P0396,WH01,2,-6,114,56,2024-01-01 00:00:00
P0396,WH01,3,-7,101,53,2024-01-01 00:00:00
P0396,WH01,4,-11,101,51,2024-01-01 00:00:00
P0396,WH01,5,-8,109,61,2024-01-01 00:00:00
P0396,WH01,6,-4,112,52,2024-01-01 00:00:00
P0396,WH01,7,-11,126,64,2024-01-01 00:00:00
P0396,WH01,8,-5,119,61,2024-01-01 00:00:00
P0396,WH01,9,-2,119,58,2024-01-01 00:00:00
P0396,WH01,10,-5,110,52,2024-01-01 00:00:00
P0396,WH03,1,-6,115,64,2024-01-01 00:00:00
P0396,WH03,2,-6,108,61,2024-01-01 00:00:00
P0396,WH03,3,-16,123,62,2024-01-01 00:00:00
P0396,WH03,4,-13,129,68,2024-01-01 00:00:00
P0396,WH03,5,-17,108,56,2024-01-01 00:00:00
P0396,WH03,6,-8,114,58,2024-01-01 00:00:00
P0396,WH03,7,-11,110,62,2024-01-01 00:00:00
P0396,WH03,8,7,104,56,2024-01-01 00:00:00
P0396,WH03,9,-5,120,69,2024-01-01 00:00:00
P0396,WH03,10,-8,125,64,2024-01-01 00:00:00
P0396,WH04,1,-7,125,69,2024-01-01 00:00:00
P0396,WH04,2,-7,120,59,2024-01-01 00:00:00
P0396,WH04,3,-19,121,62,2024-01-01 00:00:00
P0396,WH04,4,-16,116,65,2024-01-01 00:00:00
P0396,WH04,5,-14,132,71,2024-01-01 00:00:00
P0396,WH04,6,-8,117,69,2024-01-01 00:00:00
P0396,WH04,7,-9,117,66,2024-01-01 00:00:00
P0396,WH04,8,4,124,68,2024-01-01 00:00:00
P0396,WH04,9,-5,130,69,2024-01-01 00:00:00
P0396,WH04,10,-7,126,74,2024-01-01 00:00:00
P0396,WH05,1,-7,122,75,2024-01-01 00:00:00
P0396,WH05,2,-10,124,74,2024-01-01 00:00:00
P0396,WH05,3,-16,130,76,2024-01-01 00:00:00
P0396,WH05,4,-23,135,76,2024-01-01 00:00:00
P0396,WH05,5,-18,132,78,2024-01-01 00:00:00
P0396,WH05,6,-6,129,76,2024-01-01 00:00:00
P0396,WH05,7,-17,135,79,2024-01-01 00:00:00
P0396,WH05,8,-8,117,68,2024-01-01 00:00:00
P0396,WH05,9,-3,130,79,2024-01-01 00:00:00
P0396,WH05,10,-4,130,76,2024-01-01 00:00:00
P0396,WH06,1,3,354,14,2024-01-01 00:00:00
P0396,WH06,2,3,342,15,2024-01-01 00:00:00
P0396,WH06,3,-3,354,20,2024-01-01 00:00:00
P0396,WH06,4,-2,357,15,2024-01-01 00:00:00
P0396,WH06,5,-12,346,14,2024-01-01 00:00:00
P0396,WH06,6,-12,340,18,2024-01-01 00:00:00
P0396,WH06,7,-6,357,15,2024-01-01 00:00:00
P0396,WH06,8,-13,338,14,2024-01-01 00:00:00
P0396,WH06,9,-3,357,15,2024-01-01 00:00:00
P0396,WH06,10,3,350,19,2024-01-01 00:00:00
P0694,WH01,1,-10,119,64,2024-01-01 00:00:00
P0694,WH01,2,-7,121,61,2024-01-01 00:00:00
P0694,WH01,3,-10,112,61,2024-01-01 00:00:00
P0694,WH01,4,-11,109,55,2024-01-01 00:00:00
P0694,WH01,5,-11,116,62,2024-01-01 00:00:00
P0694,WH01,6,-11,107,55,2024-01-01 00:00:00
P0694,WH01,7,-4,107,56,2024-01-01 00:00:00
P0694,WH01,8,-3,126,67,2024-01-01 00:00:00
P0694,WH01,9,-4,121,64,2024-01-01 00:00:00
P0694,WH01,10,-2,110,53,2024-01-01 00:00:00
P0694,WH03,1,-13,126,68,2024-01-01 00:00:00
P0694,WH03,2,-9,110,58,2024-01-01 00:00:00
P0694,WH03,3,-18,131,71,2024-01-01 00:00:00
P0694,WH03,4,-14,121,64,2024-01-01 00:00:00
P0694,WH03,5,-16,109,58,2024-01-01 00:00:00
P0694,WH03,6,-12,120,64,2024-01-01 00:00:00
P0694,WH03,7,-10,117,70,2024-01-01 00:00:00
P0694,WH03,8,5,126,68,2024-01-01 00:00:00
P0694,WH03,9,-4,119,65,2024-01-01 00:00:00
P0694,WH03,10,-8,128,67,2024-01-01 00:00:00
P0694,WH04,1,-10,114,67,2024-01-01 00:00:00
P0694,WH04,2,-13,109,61,2024-01-01 00:00:00
P0694,WH04,3,-14,129,74,2024-01-01 00:00:00
P0694,WH04,4,-14,132,74,2024-01-01 00:00:00
P0694,WH04,5,-11,130,74,2024-01-01 00:00:00
P0694,WH04,6,-8,129,70,2024-01-01 00:00:00
P0694,WH04,7,-11,116,64,2024-01-01 00:00:00
P0694,WH04,8,4,130,70,2024-01-01 00:00:00
P0694,WH04,9,-3,124,74,2024-01-01 00:00:00
P0694,WH04,10,-4,113,61,2024-01-01 00:00:00
P0694,WH05,1,-8,133,77,2024-01-01 00:00:00
P0694,WH05,2,-8,139,83,2024-01-01 00:00:00
P0694,WH05,3,-15,138,82,2024-01-01 00:00:00
P0694,WH05,4,-15,134,80,2024-01-01 00:00:00
P0694,WH05,5,-13,125,71,2024-01-01 00:00:00
P0694,WH05,6,-14,140,83,2024-01-01 00:00:00
P0694,WH05,7,-8,119,71,2024-01-01 00:00:00
P0694,WH05,8,-6,131,70,2024-01-01 00:00:00
P0694,WH05,9,-3,136,77,2024-01-01 00:00:00
P0694,WH05,10,-4,136,79,2024-01-01 00:00:00
P0694,WH06,1,0,336,20,2024-01-01 00:00:00
P0694,WH06,2,-9,337,16,2024-01-01 00:00:00
P0694,WH06,3,-3,335,16,2024-01-01 00:00:00
P0694,WH06,4,3,336,19,2024-01-01 00:00:00
P0694,WH06,5,3,335,17,2024-01-01 00:00:00
P0694,WH06,6,-4,343,17,2024-01-01 00:00:00
P0694,WH06,7,5,336,20,2024-01-01 00:00:00
P0694,WH06,8,-13,351,15,2024-01-01 00:00:00
P0694,WH06,9,-12,345,18,2024-01-01 00:00:00
P0694,WH06,10,-3,347,21,2024-01-01 00:00:00
P0741,WH01,1,-10,123,68,2024-01-01 00:00:00
P0741,WH01,2,-5,116,68,2024-01-01 00:00:00
P0741,WH01,3,-12,109,59,2024-01-01 00:00:00
P0741,WH01,4,-19,109,60,2024-01-01 00:00:00
P0741,WH01,5,-12,109,54,2024-01-01 00:00:00
P0741,WH01,6,-5,112,57,2024-01-01 00:00:00
P0741,WH01,7,-7,124,66,2024-01-01 00:00:00
P0741,WH01,8,-8,108,57,2024-01-01 00:00:00
P0741,WH01,9,-3,112,60,2024-01-01 00:00:00
P0741,WH01,10,-6,121,66,2024-01-01 00:00:00
P0741,WH03,1,-9,129,72,2024-01-01 00:00:00
P0741,WH03,2,-7,126,66,2024-01-01 00:00:00
P0741,WH03,3,-13,124,65,2024-01-01 00:00:00
P0741,WH03,4,-13,112,63,2024-01-01 00:00:00
P0741,WH03,5,-13,124,66,2024-01-01 00:00:00
P0741,WH03,6,-14,116,62,2024-01-01 00:00:00
P0741,WH03,7,-9,119,65,2024-01-01 00:00:00
P0741,WH03,8,3,128,66,2024-01-01 00:00:00
P0741,WH03,9,-6,129,69,2024-01-01 00:00:00
P0741,WH03,10,-3,121,71,2024-01-01 00:00:00
P0741,WH04,1,-7,122,72,2024-01-01 00:00:00
P0741,WH04,2,-8,121,66,2024-01-01 00:00:00
P0741,WH04,3,-18,128,77,2024-01-01 00:00:00
P0741,WH04,4,-12,110,63,2024-01-01 00:00:00
P0741,WH04,5,-19,138,76,2024-01-01 00:00:00
P0741,WH04,6,-12,121,68,2024-01-01 00:00:00
P0741,WH04,7,-15,124,72,2024-01-01 00:00:00
P0741,WH04,8,-3,138,77,2024-01-01 00:00:00
P0741,WH04,9,-4,129,76,2024-01-01 00:00:00
P0741,WH04,10,-3,127,79,2024-01-01 00:00:00
P0741,WH05,1,-6,142,83,2024-01-01 00:00:00
P0741,WH05,2,-15,143,83,2024-01-01 00:00:00
P0741,WH05,3,-21,142,82,2024-01-01 00:00:00
P0741,WH05,4,-18,130,80,2024-01-01 00:00:00
P0741,WH05,5,-20,135,83,2024-01-01 00:00:00
P0741,WH05,6,-12,137,83,2024-01-01 00:00:00
P0741,WH05,7,-12,134,83,2024-01-01 00:00:00
P0741,WH05,8,-8,139,88,2024-01-01 00:00:00
P0741,WH05,9,-3,124,72,2024-01-01 00:00:00
P0741,WH05,10,-7,142,88,2024-01-01 00:00:00
P0741,WH06,1,3,361,20,2024-01-01 00:00:00
P0741,WH06,2,-14,361,20,2024-01-01 00:00:00
P0741,WH06,3,-11,364,21,2024-01-01 00:00:00
P0741,WH06,4,-8,361,20,2024-01-01 00:00:00
P0741,WH06,5,-14,372,20,2024-01-01 00:00:00
P0741,WH06,6,-12,361,25,2024-01-01 00:00:00
P0741,WH06,7,-3,366,26,2024-01-01 00:00:00
P0741,WH06,8,-8,364,21,2024-01-01 00:00:00
P0741,WH06,9,-8,366,26,2024-01-01 00:00:00
P0741,WH06,10,-5,368,21,2024-01-01 00:00:00
P1055,WH01,1,-8,108,46,2024-01-01 00:00:00
P1055,WH01,2,-8,97,41,2024-01-01 00:00:00
P1055,WH01,3,-18,87,40,2024-01-01 00:00:00
P1055,WH01,4,-12,95,40,2024-01-01 00:00:00
P1055,WH01,5,-8,88,39,2024-01-01 00:00:00
P1055,WH01,6,-9,106,48,2024-01-01 00:00:00
P1055,WH01,7,-5,101,44,2024-01-01 00:00:00
P1055,WH01,8,-4,89,42,2024-01-01 00:00:00
P1055,WH01,9,-2,97,39,2024-01-01 00:00:00
P1055,WH01,10,-7,95,39,2024-01-01 00:00:00
P1055,WH03,1,-7,104,42,2024-01-01 00:00:00
P1055,WH03,2,-12,98,51,2024-01-01 00:00:00
P1055,WH03,3,-18,99,43,2024-01-01 00:00:00
P1055,WH03,4,-20,102,46,2024-01-01 00:00:00
P1055,WH03,5,-11,90,42,2024-01-01 00:00:00
P1055,WH03,6,-10,97,50,2024-01-01 00:00:00
P1055,WH03,7,-6,103,46,2024-01-01 00:00:00
P1055,WH03,8,2,109,50,2024-01-01 00:00:00
P1055,WH03,9,-3,101,46,2024-01-01 00:00:00
P1055,WH03,10,-6,108,52,2024-01-01 00:00:00
P1055,WH04,1,-14,101,50,2024-01-01 00:00:00
P1055,WH04,2,-12,94,44,2024-01-01 00:00:00
P1055,WH04,3,-17,108,54,2024-01-01 00:00:00
P1055,WH04,4,-14,97,46,2024-01-01 00:00:00
P1055,WH04,5,-13,111,50,2024-01-01 00:00:00
P1055,WH04,6,-11,115,53,2024-01-01 00:00:00
P1055,WH04,7,-7,93,44,2024-01-01 00:00:00
P1055,WH04,8,4,98,49,2024-01-01 00:00:00
P1055,WH04,9,-7,108,49,2024-01-01 00:00:00
P1055,WH04,10,-8,115,53,2024-01-01 00:00:00
P1055,WH05,1,-11,108,54,2024-01-01 00:00:00
P1055,WH05,2,-15,115,61,2024-01-01 00:00:00
P1055,WH05,3,-18,112,60,2024-01-01 00:00:00
P1055,WH05,4,-13,114,57,2024-01-01 00:00:00
P1055,WH05,5,-13,109,53,2024-01-01 00:00:00
P1055,WH05,6,-12,116,55,2024-01-01 00:00:00
P1055,WH05,7,-10,110,62,2024-01-01 00:00:00
P1055,WH05,8,-6,118,61,2024-01-01 00:00:00
P1055,WH05,9,-7,118,60,2024-01-01 00:00:00
P1055,WH05,10,-3,101,53,2024-01-01 00:00:00
P1055,WH06,1,0,276,24,2024-01-01 00:00:00
P1055,WH06,2,-10,285,24,2024-01-01 00:00:00
P1055,WH06,3,-2,269,18,2024-01-01 00:00:00
P1055,WH06,4,2,283,24,2024-01-01 00:00:00
P1055,WH06,5,-9,274,22,2024-01-01 00:00:00
P1055,WH06,6,-4,282,24,2024-01-01 00:00:00
P1055,WH06,7,2,273,24,2024-01-01 00:00:00
P1055,WH06,8,-3,278,19,2024-01-01 00:00:00
P1055,WH06,9,-9,276,20,2024-01-01 00:00:00
P1055,WH06,10,-2,272,23,2024-01-01 00:00:00
P1087,WH01,1,-6,104,45,2024-01-01 00:00:00
P1087,WH01,2,-8,103,47,2024-01-01 00:00:00
P1087,WH01,3,-9,104,42,2024-01-01 00:00:00
P1087,WH01,4,-9,104,45,2024-01-01 00:00:00
P1087,WH01,5,-16,98,50,2024-01-01 00:00:00
P1087,WH01,6,-11,107,51,2024-01-01 00:00:00
P1087,WH01,7,-9,104,42,2024-01-01 00:00:00
P1087,WH01,8,-7,102,46,2024-01-01 00:00:00
P1087,WH01,9,-8,109,47,2024-01-01 00:00:00
P1087,WH01,10,-7,94,46,2024-01-01 00:00:00
P1087,WH03,1,-14,110,54,2024-01-01 00:00:00
P1087,WH03,2,-13,101,46,2024-01-01 00:00:00
P1087,WH03,3,-17,102,51,2024-01-01 00:00:00
P1087,WH03,4,-16,104,48,2024-01-01 00:00:00
P1087,WH03,5,-13,101,46,2024-01-01 00:00:00
