packing_details_id,warehouse_id,is_active,created_at,updated_at
33,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
33,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
33,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
33,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
33,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
34,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
34,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
34,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
34,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
35,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
35,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
35,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
35,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
35,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
35,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
36,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
36,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
36,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
36,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
36,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
37,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
37,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
37,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
37,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
37,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
38,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
38,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
38,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
38,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
38,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
39,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
39,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
39,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
39,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
39,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
40,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
40,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
40,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
40,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
40,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
41,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
41,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
41,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
41,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
41,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
42,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
42,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
42,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
42,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
42,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
43,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
43,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
43,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
43,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
43,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
43,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
44,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
44,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
45,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
45,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
46,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
46,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
47,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
47,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
48,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
48,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
49,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
49,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
50,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
50,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
50,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
51,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
51,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
51,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
51,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
51,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
52,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
52,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
52,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
52,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
52,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
53,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
53,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
53,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
53,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
53,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
54,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
54,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
54,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
54,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
54,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
55,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
55,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
55,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
55,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
55,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
56,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
56,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
56,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
56,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
56,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
57,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
57,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
57,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
57,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
57,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
58,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
58,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
58,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
58,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
58,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
59,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
59,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
60,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
60,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
61,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
61,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
61,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
61,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
61,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
62,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
62,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
62,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
62,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
62,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
62,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
63,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
63,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
63,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
63,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
63,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
63,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
64,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
64,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
64,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
64,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
64,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
64,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
65,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
65,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
65,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
65,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
65,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
65,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
66,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
66,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
66,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
66,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
66,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
66,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
67,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
67,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
67,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
67,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
67,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
67,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
68,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
68,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
68,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
68,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
68,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
69,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
69,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
69,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
69,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
69,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
70,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
70,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
70,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
70,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
70,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
71,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
71,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
71,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
71,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
71,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
72,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
72,WH02,True,2024-01-01 00:00:00,2024-01-01 00:00:00
73,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
73,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
73,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
73,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
73,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
74,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
74,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
74,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
74,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
74,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
75,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
75,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
75,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
75,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
75,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
76,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
76,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
76,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
76,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
76,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
77,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
77,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
77,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
77,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
77,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
78,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
78,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
78,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
78,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
78,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
79,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
79,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
79,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
79,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
79,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
80,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
80,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
80,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
80,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
80,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
81,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
81,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
82,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
82,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
82,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
82,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
82,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
83,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
83,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
83,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
83,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
83,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
84,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
84,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
84,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
84,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
84,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
85,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
85,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
85,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
85,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
85,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
86,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
86,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
86,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
86,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
86,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
87,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
87,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
87,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
87,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
87,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
88,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
88,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
88,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
88,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
88,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
89,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
89,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
89,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
89,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
89,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
90,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
90,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
90,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
90,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
90,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
91,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
91,WH03,True,2024-01-01 00:00:00,2024-01-01 00:00:00
91,WH04,True,2024-01-01 00:00:00,2024-01-01 00:00:00
91,WH05,True,2024-01-01 00:00:00,2024-01-01 00:00:00
91,WH06,True,2024-01-01 00:00:00,2024-01-01 00:00:00
92,WH01,True,2024-01-01 00:00:00,2024-01-01 00:00:00
