product_id,warehouse_id,beginning_inventory,effective_date,created_at
P0055,WH05,57,2024-01-01,2024-01-01 00:00:00
P0055,WH06,186,2024-01-01,2024-01-01 00:00:00
P0069,WH01,16,2024-01-01,2024-01-01 00:00:00
P0069,WH03,0,2024-01-01,2024-01-01 00:00:00
P0069,WH06,16,2024-01-01,2024-01-01 00:00:00
P0070,WH01,9,2024-01-01,2024-01-01 00:00:00
P0070,WH03,6,2024-01-01,2024-01-01 00:00:00
P0070,WH06,33,2024-01-01,2024-01-01 00:00:00
P0091,WH01,1,2024-01-01,2024-01-01 00:00:00
P0091,WH03,6,2024-01-01,2024-01-01 00:00:00
P0091,WH06,116,2024-01-01,2024-01-01 00:00:00
P0095,WH06,0,2024-01-01,2024-01-01 00:00:00
P0100,WH01,28,2024-01-01,2024-01-01 00:00:00
P0100,WH03,30,2024-01-01,2024-01-01 00:00:00
P0100,WH04,46,2024-01-01,2024-01-01 00:00:00
P0100,WH05,59,2024-01-01,2024-01-01 00:00:00
P0100,WH06,140,2024-01-01,2024-01-01 00:00:00
P0101,WH01,115,2024-01-01,2024-01-01 00:00:00
P0101,WH03,45,2024-01-01,2024-01-01 00:00:00
P0101,WH04,67,2024-01-01,2024-01-01 00:00:00
P0101,WH05,103,2024-01-01,2024-01-01 00:00:00
P0101,WH06,232,2024-01-01,2024-01-01 00:00:00
P0102,WH01,6,2024-01-01,2024-01-01 00:00:00
P0102,WH03,9,2024-01-01,2024-01-01 00:00:00
P0102,WH06,87,2024-01-01,2024-01-01 00:00:00
P0105,WH01,48,2024-01-01,2024-01-01 00:00:00
P0105,WH03,18,2024-01-01,2024-01-01 00:00:00
P0105,WH04,24,2024-01-01,2024-01-01 00:00:00
P0105,WH06,26,2024-01-01,2024-01-01 00:00:00
P0106,WH01,43,2024-01-01,2024-01-01 00:00:00
P0106,WH03,7,2024-01-01,2024-01-01 00:00:00
P0106,WH04,40,2024-01-01,2024-01-01 00:00:00
P0106,WH06,66,2024-01-01,2024-01-01 00:00:00
P0107,WH01,87,2024-01-01,2024-01-01 00:00:00
P0107,WH03,20,2024-01-01,2024-01-01 00:00:00
P0107,WH04,55,2024-01-01,2024-01-01 00:00:00
P0107,WH06,131,2024-01-01,2024-01-01 00:00:00
P0109,WH01,51,2024-01-01,2024-01-01 00:00:00
P0109,WH03,48,2024-01-01,2024-01-01 00:00:00
P0109,WH04,142,2024-01-01,2024-01-01 00:00:00
P0109,WH05,60,2024-01-01,2024-01-01 00:00:00
P0109,WH06,88,2024-01-01,2024-01-01 00:00:00
P0110,WH01,135,2024-01-01,2024-01-01 00:00:00
P0110,WH03,42,2024-01-01,2024-01-01 00:00:00
P0110,WH04,172,2024-01-01,2024-01-01 00:00:00
P0110,WH05,87,2024-01-01,2024-01-01 00:00:00
P0110,WH06,162,2024-01-01,2024-01-01 00:00:00
P0111,WH01,34,2024-01-01,2024-01-01 00:00:00
P0111,WH03,21,2024-01-01,2024-01-01 00:00:00
P0111,WH06,53,2024-01-01,2024-01-01 00:00:00
P0112,WH01,32,2024-01-01,2024-01-01 00:00:00
P0112,WH03,0,2024-01-01,2024-01-01 00:00:00
P0112,WH04,90,2024-01-01,2024-01-01 00:00:00
P0112,WH06,138,2024-01-01,2024-01-01 00:00:00
P0113,WH01,64,2024-01-01,2024-01-01 00:00:00
P0113,WH03,12,2024-01-01,2024-01-01 00:00:00
P0113,WH04,49,2024-01-01,2024-01-01 00:00:00
P0113,WH06,64,2024-01-01,2024-01-01 00:00:00
P0115,WH01,0,2024-01-01,2024-01-01 00:00:00
P0115,WH02,64,2024-01-01,2024-01-01 00:00:00
P0118,WH01,1,2024-01-01,2024-01-01 00:00:00
P0118,WH03,4,2024-01-01,2024-01-01 00:00:00
P0118,WH04,9,2024-01-01,2024-01-01 00:00:00
P0118,WH06,2,2024-01-01,2024-01-01 00:00:00
P0119,WH01,4,2024-01-01,2024-01-01 00:00:00
P0119,WH03,14,2024-01-01,2024-01-01 00:00:00
P0119,WH06,14,2024-01-01,2024-01-01 00:00:00
P0120,WH01,0,2024-01-01,2024-01-01 00:00:00
P0120,WH03,3,2024-01-01,2024-01-01 00:00:00
P0120,WH04,18,2024-01-01,2024-01-01 00:00:00
P0120,WH06,44,2024-01-01,2024-01-01 00:00:00
P0121,WH01,14,2024-01-01,2024-01-01 00:00:00
P0121,WH03,26,2024-01-01,2024-01-01 00:00:00
P0121,WH04,15,2024-01-01,2024-01-01 00:00:00
P0121,WH06,6,2024-01-01,2024-01-01 00:00:00
P0124,WH03,0,2024-01-01,2024-01-01 00:00:00
P0124,WH06,16,2024-01-01,2024-01-01 00:00:00
P0126,WH03,5,2024-01-01,2024-01-01 00:00:00
P0126,WH06,10,2024-01-01,2024-01-01 00:00:00
P0140,WH01,90,2024-01-01,2024-01-01 00:00:00
P0140,WH03,57,2024-01-01,2024-01-01 00:00:00
P0140,WH04,142,2024-01-01,2024-01-01 00:00:00
P0140,WH05,170,2024-01-01,2024-01-01 00:00:00
P0140,WH06,393,2024-01-01,2024-01-01 00:00:00
P0142,WH01,248,2024-01-01,2024-01-01 00:00:00
P0142,WH03,224,2024-01-01,2024-01-01 00:00:00
P0142,WH04,290,2024-01-01,2024-01-01 00:00:00
P0142,WH05,204,2024-01-01,2024-01-01 00:00:00
P0142,WH06,531,2024-01-01,2024-01-01 00:00:00
P0143,WH01,42,2024-01-01,2024-01-01 00:00:00
P0143,WH03,90,2024-01-01,2024-01-01 00:00:00
P0143,WH04,72,2024-01-01,2024-01-01 00:00:00
P0143,WH05,66,2024-01-01,2024-01-01 00:00:00
P0143,WH06,126,2024-01-01,2024-01-01 00:00:00
P0144,WH01,152,2024-01-01,2024-01-01 00:00:00
P0144,WH03,156,2024-01-01,2024-01-01 00:00:00
P0144,WH04,184,2024-01-01,2024-01-01 00:00:00
P0144,WH05,196,2024-01-01,2024-01-01 00:00:00
P0144,WH06,647,2024-01-01,2024-01-01 00:00:00
P0145,WH01,122,2024-01-01,2024-01-01 00:00:00
P0145,WH03,20,2024-01-01,2024-01-01 00:00:00
P0145,WH04,256,2024-01-01,2024-01-01 00:00:00
P0145,WH05,197,2024-01-01,2024-01-01 00:00:00
P0145,WH06,446,2024-01-01,2024-01-01 00:00:00
P0151,WH01,18,2024-01-01,2024-01-01 00:00:00
P0151,WH03,4,2024-01-01,2024-01-01 00:00:00
P0151,WH04,12,2024-01-01,2024-01-01 00:00:00
P0151,WH06,12,2024-01-01,2024-01-01 00:00:00
P0154,WH01,64,2024-01-01,2024-01-01 00:00:00
P0154,WH03,34,2024-01-01,2024-01-01 00:00:00
P0154,WH04,38,2024-01-01,2024-01-01 00:00:00
P0154,WH06,202,2024-01-01,2024-01-01 00:00:00
P0155,WH01,23,2024-01-01,2024-01-01 00:00:00
P0155,WH03,9,2024-01-01,2024-01-01 00:00:00
P0155,WH04,19,2024-01-01,2024-01-01 00:00:00
P0155,WH06,75,2024-01-01,2024-01-01 00:00:00
P0156,WH01,44,2024-01-01,2024-01-01 00:00:00
P0156,WH03,24,2024-01-01,2024-01-01 00:00:00
P0156,WH04,9,2024-01-01,2024-01-01 00:00:00
P0156,WH06,67,2024-01-01,2024-01-01 00:00:00
P0157,WH01,12,2024-01-01,2024-01-01 00:00:00
P0157,WH03,18,2024-01-01,2024-01-01 00:00:00
P0157,WH04,7,2024-01-01,2024-01-01 00:00:00
P0157,WH06,66,2024-01-01,2024-01-01 00:00:00
P0163,WH01,22,2024-01-01,2024-01-01 00:00:00
P0163,WH03,40,2024-01-01,2024-01-01 00:00:00
P0163,WH04,24,2024-01-01,2024-01-01 00:00:00
P0163,WH06,46,2024-01-01,2024-01-01 00:00:00
P0164,WH01,72,2024-01-01,2024-01-01 00:00:00
P0164,WH03,42,2024-01-01,2024-01-01 00:00:00
P0164,WH04,63,2024-01-01,2024-01-01 00:00:00
P0164,WH06,108,2024-01-01,2024-01-01 00:00:00
P0165,WH01,95,2024-01-01,2024-01-01 00:00:00
P0165,WH03,36,2024-01-01,2024-01-01 00:00:00
P0165,WH04,36,2024-01-01,2024-01-01 00:00:00
P0165,WH06,66,2024-01-01,2024-01-01 00:00:00
P0166,WH01,138,2024-01-01,2024-01-01 00:00:00
P0166,WH03,37,2024-01-01,2024-01-01 00:00:00
P0166,WH04,60,2024-01-01,2024-01-01 00:00:00
P0166,WH06,102,2024-01-01,2024-01-01 00:00:00
P0167,WH01,73,2024-01-01,2024-01-01 00:00:00
P0167,WH03,40,2024-01-01,2024-01-01 00:00:00
P0167,WH04,32,2024-01-01,2024-01-01 00:00:00
P0167,WH06,76,2024-01-01,2024-01-01 00:00:00
P0168,WH01,78,2024-01-01,2024-01-01 00:00:00
P0168,WH03,28,2024-01-01,2024-01-01 00:00:00
P0168,WH04,80,2024-01-01,2024-01-01 00:00:00
P0168,WH06,122,2024-01-01,2024-01-01 00:00:00
P0174,WH01,65,2024-01-01,2024-01-01 00:00:00
P0174,WH03,12,2024-01-01,2024-01-01 00:00:00
P0174,WH04,80,2024-01-01,2024-01-01 00:00:00
P0174,WH06,63,2024-01-01,2024-01-01 00:00:00
P0175,WH01,38,2024-01-01,2024-01-01 00:00:00
P0175,WH03,18,2024-01-01,2024-01-01 00:00:00
P0175,WH04,36,2024-01-01,2024-01-01 00:00:00
P0175,WH06,42,2024-01-01,2024-01-01 00:00:00
P0176,WH01,50,2024-01-01,2024-01-01 00:00:00
P0176,WH03,24,2024-01-01,2024-01-01 00:00:00
P0176,WH04,18,2024-01-01,2024-01-01 00:00:00
P0176,WH06,68,2024-01-01,2024-01-01 00:00:00
P0177,WH01,24,2024-01-01,2024-01-01 00:00:00
P0177,WH03,18,2024-01-01,2024-01-01 00:00:00
P0177,WH04,32,2024-01-01,2024-01-01 00:00:00
P0177,WH06,49,2024-01-01,2024-01-01 00:00:00
P0178,WH01,45,2024-01-01,2024-01-01 00:00:00
P0178,WH03,16,2024-01-01,2024-01-01 00:00:00
P0178,WH04,22,2024-01-01,2024-01-01 00:00:00
P0178,WH06,107,2024-01-01,2024-01-01 00:00:00
P0179,WH01,59,2024-01-01,2024-01-01 00:00:00
P0179,WH03,60,2024-01-01,2024-01-01 00:00:00
P0179,WH04,57,2024-01-01,2024-01-01 00:00:00
P0179,WH05,18,2024-01-01,2024-01-01 00:00:00
P0179,WH06,63,2024-01-01,2024-01-01 00:00:00
P0183,WH01,126,2024-01-01,2024-01-01 00:00:00
P0183,WH03,93,2024-01-01,2024-01-01 00:00:00
P0183,WH04,91,2024-01-01,2024-01-01 00:00:00
P0183,WH05,19,2024-01-01,2024-01-01 00:00:00
P0183,WH06,132,2024-01-01,2024-01-01 00:00:00
P0188,WH01,142,2024-01-01,2024-01-01 00:00:00
P0188,WH03,221,2024-01-01,2024-01-01 00:00:00
P0188,WH04,273,2024-01-01,2024-01-01 00:00:00
P0188,WH05,58,2024-01-01,2024-01-01 00:00:00
P0188,WH06,350,2024-01-01,2024-01-01 00:00:00
P0194,WH01,126,2024-01-01,2024-01-01 00:00:00
P0194,WH03,55,2024-01-01,2024-01-01 00:00:00
P0194,WH04,36,2024-01-01,2024-01-01 00:00:00
P0194,WH06,90,2024-01-01,2024-01-01 00:00:00
P0195,WH01,352,2024-01-01,2024-01-01 00:00:00
P0195,WH03,361,2024-01-01,2024-01-01 00:00:00
P0195,WH04,292,2024-01-01,2024-01-01 00:00:00
P0195,WH05,76,2024-01-01,2024-01-01 00:00:00
P0195,WH06,688,2024-01-01,2024-01-01 00:00:00
P0196,WH01,351,2024-01-01,2024-01-01 00:00:00
P0196,WH03,310,2024-01-01,2024-01-01 00:00:00
P0196,WH04,211,2024-01-01,2024-01-01 00:00:00
P0196,WH05,73,2024-01-01,2024-01-01 00:00:00
P0196,WH06,340,2024-01-01,2024-01-01 00:00:00
P0197,WH01,284,2024-01-01,2024-01-01 00:00:00
P0197,WH03,165,2024-01-01,2024-01-01 00:00:00
P0197,WH04,149,2024-01-01,2024-01-01 00:00:00
P0197,WH05,59,2024-01-01,2024-01-01 00:00:00
P0197,WH06,308,2024-01-01,2024-01-01 00:00:00
P0217,WH01,115,2024-01-01,2024-01-01 00:00:00
P0217,WH02,136,2024-01-01,2024-01-01 00:00:00
P0218,WH01,160,2024-01-01,2024-01-01 00:00:00
P0218,WH02,168,2024-01-01,2024-01-01 00:00:00
P0219,WH01,132,2024-01-01,2024-01-01 00:00:00
P0219,WH02,156,2024-01-01,2024-01-01 00:00:00
P0220,WH01,128,2024-01-01,2024-01-01 00:00:00
P0220,WH02,156,2024-01-01,2024-01-01 00:00:00
P0221,WH01,180,2024-01-01,2024-01-01 00:00:00
P0221,WH02,180,2024-01-01,2024-01-01 00:00:00
P0222,WH01,141,2024-01-01,2024-01-01 00:00:00
P0222,WH02,246,2024-01-01,2024-01-01 00:00:00
P0223,WH01,42,2024-01-01,2024-01-01 00:00:00
P0223,WH03,60,2024-01-01,2024-01-01 00:00:00
P0223,WH04,84,2024-01-01,2024-01-01 00:00:00
P0223,WH06,24,2024-01-01,2024-01-01 00:00:00
P0228,WH01,36,2024-01-01,2024-01-01 00:00:00
P0228,WH03,23,2024-01-01,2024-01-01 00:00:00
P0228,WH04,30,2024-01-01,2024-01-01 00:00:00
P0228,WH06,36,2024-01-01,2024-01-01 00:00:00
P0229,WH01,58,2024-01-01,2024-01-01 00:00:00
P0229,WH03,32,2024-01-01,2024-01-01 00:00:00
P0229,WH04,40,2024-01-01,2024-01-01 00:00:00
P0229,WH06,86,2024-01-01,2024-01-01 00:00:00
P0230,WH01,60,2024-01-01,2024-01-01 00:00:00
P0230,WH03,24,2024-01-01,2024-01-01 00:00:00
P0230,WH04,20,2024-01-01,2024-01-01 00:00:00
P0230,WH06,102,2024-01-01,2024-01-01 00:00:00
P0231,WH01,76,2024-01-01,2024-01-01 00:00:00
P0231,WH03,30,2024-01-01,2024-01-01 00:00:00
P0231,WH04,111,2024-01-01,2024-01-01 00:00:00
P0231,WH06,161,2024-01-01,2024-01-01 00:00:00
P0232,WH01,30,2024-01-01,2024-01-01 00:00:00
P0232,WH03,18,2024-01-01,2024-01-01 00:00:00
P0232,WH04,24,2024-01-01,2024-01-01 00:00:00
P0232,WH06,23,2024-01-01,2024-01-01 00:00:00
P0233,WH01,38,2024-01-01,2024-01-01 00:00:00
P0233,WH03,8,2024-01-01,2024-01-01 00:00:00
P0233,WH04,52,2024-01-01,2024-01-01 00:00:00
P0233,WH06,6,2024-01-01,2024-01-01 00:00:00
P0234,WH01,84,2024-01-01,2024-01-01 00:00:00
P0234,WH03,55,2024-01-01,2024-01-01 00:00:00
P0234,WH04,64,2024-01-01,2024-01-01 00:00:00
P0234,WH06,2,2024-01-01,2024-01-01 00:00:00
P0235,WH01,36,2024-01-01,2024-01-01 00:00:00
P0235,WH03,39,2024-01-01,2024-01-01 00:00:00
P0235,WH04,96,2024-01-01,2024-01-01 00:00:00
P0235,WH06,45,2024-01-01,2024-01-01 00:00:00
P0236,WH01,9,2024-01-01,2024-01-01 00:00:00
P0236,WH03,33,2024-01-01,2024-01-01 00:00:00
P0236,WH06,36,2024-01-01,2024-01-01 00:00:00
P0239,WH01,35,2024-01-01,2024-01-01 00:00:00
P0239,WH03,24,2024-01-01,2024-01-01 00:00:00
P0239,WH04,24,2024-01-01,2024-01-01 00:00:00
P0239,WH06,60,2024-01-01,2024-01-01 00:00:00
P0240,WH01,79,2024-01-01,2024-01-01 00:00:00
P0240,WH03,40,2024-01-01,2024-01-01 00:00:00
P0240,WH04,51,2024-01-01,2024-01-01 00:00:00
P0240,WH06,174,2024-01-01,2024-01-01 00:00:00
P0251,WH01,102,2024-01-01,2024-01-01 00:00:00
P0251,WH02,144,2024-01-01,2024-01-01 00:00:00
P0254,WH01,19,2024-01-01,2024-01-01 00:00:00
P0254,WH02,497,2024-01-01,2024-01-01 00:00:00
P0257,WH01,96,2024-01-01,2024-01-01 00:00:00
P0257,WH02,361,2024-01-01,2024-01-01 00:00:00
P0264,WH01,104,2024-01-01,2024-01-01 00:00:00
P0264,WH03,21,2024-01-01,2024-01-01 00:00:00
P0264,WH04,68,2024-01-01,2024-01-01 00:00:00
P0264,WH05,60,2024-01-01,2024-01-01 00:00:00
P0264,WH06,96,2024-01-01,2024-01-01 00:00:00
P0265,WH01,427,2024-01-01,2024-01-01 00:00:00
P0265,WH03,243,2024-01-01,2024-01-01 00:00:00
P0265,WH04,108,2024-01-01,2024-01-01 00:00:00
P0265,WH05,66,2024-01-01,2024-01-01 00:00:00
P0265,WH06,74,2024-01-01,2024-01-01 00:00:00
P0272,WH01,54,2024-01-01,2024-01-01 00:00:00
P0272,WH03,78,2024-01-01,2024-01-01 00:00:00
P0272,WH04,78,2024-01-01,2024-01-01 00:00:00
P0272,WH06,244,2024-01-01,2024-01-01 00:00:00
P0273,WH01,105,2024-01-01,2024-01-01 00:00:00
P0273,WH03,85,2024-01-01,2024-01-01 00:00:00
P0273,WH04,94,2024-01-01,2024-01-01 00:00:00
P0273,WH06,314,2024-01-01,2024-01-01 00:00:00
P0274,WH01,70,2024-01-01,2024-01-01 00:00:00
P0274,WH03,0,2024-01-01,2024-01-01 00:00:00
P0274,WH04,120,2024-01-01,2024-01-01 00:00:00
P0274,WH06,189,2024-01-01,2024-01-01 00:00:00
P0276,WH01,50,2024-01-01,2024-01-01 00:00:00
P0276,WH03,94,2024-01-01,2024-01-01 00:00:00
P0276,WH04,102,2024-01-01,2024-01-01 00:00:00
P0276,WH06,270,2024-01-01,2024-01-01 00:00:00
P0277,WH01,56,2024-01-01,2024-01-01 00:00:00
P0277,WH03,105,2024-01-01,2024-01-01 00:00:00
P0277,WH04,130,2024-01-01,2024-01-01 00:00:00
P0277,WH06,367,2024-01-01,2024-01-01 00:00:00
P0278,WH01,106,2024-01-01,2024-01-01 00:00:00
P0278,WH03,152,2024-01-01,2024-01-01 00:00:00
P0278,WH06,250,2024-01-01,2024-01-01 00:00:00
P0279,WH01,24,2024-01-01,2024-01-01 00:00:00
P0279,WH03,48,2024-01-01,2024-01-01 00:00:00
P0279,WH04,98,2024-01-01,2024-01-01 00:00:00
P0279,WH06,243,2024-01-01,2024-01-01 00:00:00
P0280,WH01,28,2024-01-01,2024-01-01 00:00:00
P0280,WH03,32,2024-01-01,2024-01-01 00:00:00
P0280,WH04,138,2024-01-01,2024-01-01 00:00:00
P0280,WH06,334,2024-01-01,2024-01-01 00:00:00
P0281,WH01,18,2024-01-01,2024-01-01 00:00:00
P0281,WH03,54,2024-01-01,2024-01-01 00:00:00
P0281,WH04,46,2024-01-01,2024-01-01 00:00:00
P0281,WH06,194,2024-01-01,2024-01-01 00:00:00
P0282,WH01,68,2024-01-01,2024-01-01 00:00:00
P0282,WH03,95,2024-01-01,2024-01-01 00:00:00
P0282,WH04,74,2024-01-01,2024-01-01 00:00:00
P0282,WH06,213,2024-01-01,2024-01-01 00:00:00
P0283,WH01,21,2024-01-01,2024-01-01 00:00:00
P0283,WH03,61,2024-01-01,2024-01-01 00:00:00
P0283,WH04,143,2024-01-01,2024-01-01 00:00:00
P0283,WH06,156,2024-01-01,2024-01-01 00:00:00
P0285,WH01,18,2024-01-01,2024-01-01 00:00:00
P0285,WH03,58,2024-01-01,2024-01-01 00:00:00
P0285,WH04,74,2024-01-01,2024-01-01 00:00:00
P0285,WH06,142,2024-01-01,2024-01-01 00:00:00
P0286,WH01,167,2024-01-01,2024-01-01 00:00:00
P0286,WH03,85,2024-01-01,2024-01-01 00:00:00
P0286,WH04,88,2024-01-01,2024-01-01 00:00:00
P0286,WH06,192,2024-01-01,2024-01-01 00:00:00
P0287,WH01,28,2024-01-01,2024-01-01 00:00:00
P0287,WH03,25,2024-01-01,2024-01-01 00:00:00
P0287,WH06,152,2024-01-01,2024-01-01 00:00:00
P0288,WH01,32,2024-01-01,2024-01-01 00:00:00
P0288,WH03,77,2024-01-01,2024-01-01 00:00:00
P0288,WH04,107,2024-01-01,2024-01-01 00:00:00
P0288,WH06,138,2024-01-01,2024-01-01 00:00:00
P0289,WH01,44,2024-01-01,2024-01-01 00:00:00
P0289,WH03,72,2024-01-01,2024-01-01 00:00:00
P0289,WH04,49,2024-01-01,2024-01-01 00:00:00
P0289,WH06,225,2024-01-01,2024-01-01 00:00:00
P0290,WH01,48,2024-01-01,2024-01-01 00:00:00
P0290,WH03,50,2024-01-01,2024-01-01 00:00:00
P0290,WH04,85,2024-01-01,2024-01-01 00:00:00
P0290,WH06,256,2024-01-01,2024-01-01 00:00:00
P0291,WH01,48,2024-01-01,2024-01-01 00:00:00
P0291,WH03,86,2024-01-01,2024-01-01 00:00:00
P0291,WH04,170,2024-01-01,2024-01-01 00:00:00
P0291,WH06,323,2024-01-01,2024-01-01 00:00:00
P0292,WH01,64,2024-01-01,2024-01-01 00:00:00
P0292,WH03,52,2024-01-01,2024-01-01 00:00:00
P0292,WH04,124,2024-01-01,2024-01-01 00:00:00
P0292,WH06,316,2024-01-01,2024-01-01 00:00:00
P0293,WH01,78,2024-01-01,2024-01-01 00:00:00
P0293,WH03,42,2024-01-01,2024-01-01 00:00:00
P0293,WH04,78,2024-01-01,2024-01-01 00:00:00
P0293,WH06,206,2024-01-01,2024-01-01 00:00:00
P0294,WH01,106,2024-01-01,2024-01-01 00:00:00
P0294,WH03,64,2024-01-01,2024-01-01 00:00:00
P0294,WH04,55,2024-01-01,2024-01-01 00:00:00
P0294,WH06,280,2024-01-01,2024-01-01 00:00:00
P0295,WH01,41,2024-01-01,2024-01-01 00:00:00
P0295,WH03,156,2024-01-01,2024-01-01 00:00:00
P0295,WH06,210,2024-01-01,2024-01-01 00:00:00
P0296,WH01,67,2024-01-01,2024-01-01 00:00:00
P0296,WH03,48,2024-01-01,2024-01-01 00:00:00
P0296,WH04,94,2024-01-01,2024-01-01 00:00:00
P0296,WH06,282,2024-01-01,2024-01-01 00:00:00
P0297,WH01,64,2024-01-01,2024-01-01 00:00:00
P0297,WH03,80,2024-01-01,2024-01-01 00:00:00
P0297,WH04,96,2024-01-01,2024-01-01 00:00:00
P0297,WH06,324,2024-01-01,2024-01-01 00:00:00
P0298,WH01,164,2024-01-01,2024-01-01 00:00:00
P0298,WH02,396,2024-01-01,2024-01-01 00:00:00
P0299,WH01,0,2024-01-01,2024-01-01 00:00:00
P0299,WH02,128,2024-01-01,2024-01-01 00:00:00
P0300,WH01,124,2024-01-01,2024-01-01 00:00:00
P0300,WH02,240,2024-01-01,2024-01-01 00:00:00
P0302,WH01,50,2024-01-01,2024-01-01 00:00:00
P0302,WH02,52,2024-01-01,2024-01-01 00:00:00
P0304,WH01,6,2024-01-01,2024-01-01 00:00:00
P0304,WH03,6,2024-01-01,2024-01-01 00:00:00
P0304,WH06,30,2024-01-01,2024-01-01 00:00:00
P0305,WH01,4,2024-01-01,2024-01-01 00:00:00
P0305,WH03,0,2024-01-01,2024-01-01 00:00:00
P0305,WH04,0,2024-01-01,2024-01-01 00:00:00
P0305,WH06,86,2024-01-01,2024-01-01 00:00:00
P0306,WH01,20,2024-01-01,2024-01-01 00:00:00
P0306,WH03,8,2024-01-01,2024-01-01 00:00:00
P0306,WH04,0,2024-01-01,2024-01-01 00:00:00
P0306,WH06,102,2024-01-01,2024-01-01 00:00:00
P0307,WH01,18,2024-01-01,2024-01-01 00:00:00
P0307,WH03,8,2024-01-01,2024-01-01 00:00:00
P0307,WH04,0,2024-01-01,2024-01-01 00:00:00
P0307,WH06,114,2024-01-01,2024-01-01 00:00:00
P0308,WH01,14,2024-01-01,2024-01-01 00:00:00
P0308,WH03,20,2024-01-01,2024-01-01 00:00:00
P0308,WH06,109,2024-01-01,2024-01-01 00:00:00
P0318,WH01,84,2024-01-01,2024-01-01 00:00:00
P0318,WH03,32,2024-01-01,2024-01-01 00:00:00
P0318,WH04,76,2024-01-01,2024-01-01 00:00:00
P0318,WH06,144,2024-01-01,2024-01-01 00:00:00
P0319,WH01,111,2024-01-01,2024-01-01 00:00:00
P0319,WH03,67,2024-01-01,2024-01-01 00:00:00
P0319,WH04,90,2024-01-01,2024-01-01 00:00:00
P0319,WH06,288,2024-01-01,2024-01-01 00:00:00
P0320,WH01,6,2024-01-01,2024-01-01 00:00:00
P0320,WH03,0,2024-01-01,2024-01-01 00:00:00
P0320,WH04,6,2024-01-01,2024-01-01 00:00:00
P0320,WH06,6,2024-01-01,2024-01-01 00:00:00
P0321,WH01,33,2024-01-01,2024-01-01 00:00:00
P0321,WH04,98,2024-01-01,2024-01-01 00:00:00
P0321,WH06,136,2024-01-01,2024-01-01 00:00:00
P0322,WH01,15,2024-01-01,2024-01-01 00:00:00
P0322,WH04,73,2024-01-01,2024-01-01 00:00:00
P0322,WH06,114,2024-01-01,2024-01-01 00:00:00
P0323,WH01,12,2024-01-01,2024-01-01 00:00:00
P0323,WH04,4,2024-01-01,2024-01-01 00:00:00
