product_id,warehouse_id,time_period,inventory_fluctuation,inventory_ceiling,inventory_floor,created_at
P0053,WH05,2,0,63,46,2024-01-01 00:00:00
P0053,WH05,3,-3,63,46,2024-01-01 00:00:00
P0053,WH05,4,0,63,46,2024-01-01 00:00:00
P0053,WH06,1,-36,123,91,2024-01-01 00:00:00
P0053,WH06,2,-48,125,93,2024-01-01 00:00:00
P0053,WH06,3,75,125,93,2024-01-01 00:00:00
P0053,WH06,4,0,125,93,2024-01-01 00:00:00
P0054,WH01,1,-12,56,41,2024-01-01 00:00:00
P0054,WH01,2,-6,56,41,2024-01-01 00:00:00
P0054,WH01,3,-6,56,41,2024-01-01 00:00:00
P0054,WH01,4,0,56,41,2024-01-01 00:00:00
P0054,WH03,1,-16,80,59,2024-01-01 00:00:00
P0054,WH03,2,-18,80,59,2024-01-01 00:00:00
P0054,WH03,3,36,80,59,2024-01-01 00:00:00
P0054,WH03,4,0,80,59,2024-01-01 00:00:00
P0054,WH04,1,-18,56,41,2024-01-01 00:00:00
P0054,WH04,2,-18,56,41,2024-01-01 00:00:00
P0054,WH04,3,-4,56,41,2024-01-01 00:00:00
P0054,WH04,4,0,56,41,2024-01-01 00:00:00
P0054,WH05,1,0,110,81,2024-01-01 00:00:00
P0054,WH05,2,-18,107,80,2024-01-01 00:00:00
P0054,WH05,3,-18,107,80,2024-01-01 00:00:00
P0054,WH05,4,-10,107,80,2024-01-01 00:00:00
P0054,WH06,1,-64,228,171,2024-01-01 00:00:00
P0054,WH06,2,-88,225,168,2024-01-01 00:00:00
P0054,WH06,3,170,225,168,2024-01-01 00:00:00
P0054,WH06,4,0,225,168,2024-01-01 00:00:00
P0055,WH01,1,0,30,22,2024-01-01 00:00:00
P0055,WH01,2,-6,30,22,2024-01-01 00:00:00
P0055,WH01,3,0,30,22,2024-01-01 00:00:00
P0055,WH01,4,0,30,22,2024-01-01 00:00:00
P0055,WH03,1,0,39,28,2024-01-01 00:00:00
P0055,WH03,2,0,39,28,2024-01-01 00:00:00
P0055,WH03,3,0,39,28,2024-01-01 00:00:00
P0055,WH03,4,0,39,28,2024-01-01 00:00:00
P0055,WH04,1,-12,38,27,2024-01-01 00:00:00
P0055,WH04,2,0,38,27,2024-01-01 00:00:00
P0055,WH04,3,-12,38,27,2024-01-01 00:00:00
P0055,WH04,4,0,38,27,2024-01-01 00:00:00
P0055,WH05,1,-12,33,24,2024-01-01 00:00:00
P0055,WH05,2,-12,32,23,2024-01-01 00:00:00
P0055,WH05,3,0,32,23,2024-01-01 00:00:00
P0055,WH05,4,-6,32,23,2024-01-01 00:00:00
P0055,WH06,1,-30,101,75,2024-01-01 00:00:00
P0055,WH06,2,-36,95,71,2024-01-01 00:00:00
P0055,WH06,3,0,95,71,2024-01-01 00:00:00
P0055,WH06,4,-3,95,71,2024-01-01 00:00:00
P0069,WH01,1,0,2,0,2024-01-01 00:00:00
P0069,WH01,2,0,2,0,2024-01-01 00:00:00
P0069,WH01,3,0,2,0,2024-01-01 00:00:00
P0069,WH01,4,0,2,0,2024-01-01 00:00:00
P0069,WH03,1,4,2,0,2024-01-01 00:00:00
P0069,WH03,2,0,2,0,2024-01-01 00:00:00
P0069,WH03,3,0,2,0,2024-01-01 00:00:00
P0069,WH03,4,0,2,0,2024-01-01 00:00:00
P0069,WH06,1,0,3,1,2024-01-01 00:00:00
P0069,WH06,2,-10,4,2,2024-01-01 00:00:00
P0069,WH06,3,2,4,2,2024-01-01 00:00:00
P0069,WH06,4,0,4,2,2024-01-01 00:00:00
P0070,WH01,1,-3,3,1,2024-01-01 00:00:00
P0070,WH01,2,-3,3,1,2024-01-01 00:00:00
P0070,WH01,3,-3,3,1,2024-01-01 00:00:00
P0070,WH01,4,0,3,1,2024-01-01 00:00:00
P0070,WH03,1,0,2,0,2024-01-01 00:00:00
P0070,WH03,2,-15,2,0,2024-01-01 00:00:00
P0070,WH03,3,0,2,0,2024-01-01 00:00:00
P0070,WH03,4,0,2,0,2024-01-01 00:00:00
P0070,WH06,1,-6,6,4,2024-01-01 00:00:00
P0070,WH06,2,-6,8,5,2024-01-01 00:00:00
P0070,WH06,3,0,8,5,2024-01-01 00:00:00
P0070,WH06,4,0,8,5,2024-01-01 00:00:00
P0091,WH01,1,0,2,0,2024-01-01 00:00:00
P0091,WH01,2,0,2,0,2024-01-01 00:00:00
P0091,WH01,3,0,2,0,2024-01-01 00:00:00
P0091,WH01,4,0,2,0,2024-01-01 00:00:00
P0091,WH03,1,0,0,0,2024-01-01 00:00:00
P0091,WH03,2,-12,0,0,2024-01-01 00:00:00
P0091,WH03,3,0,0,0,2024-01-01 00:00:00
P0091,WH03,4,0,0,0,2024-01-01 00:00:00
P0091,WH06,1,0,2,0,2024-01-01 00:00:00
P0091,WH06,2,8,2,0,2024-01-01 00:00:00
P0091,WH06,3,0,2,0,2024-01-01 00:00:00
P0091,WH06,4,0,2,0,2024-01-01 00:00:00
P0095,WH06,1,0,0,0,2024-01-01 00:00:00
P0095,WH06,2,0,2,0,2024-01-01 00:00:00
P0095,WH06,3,0,2,0,2024-01-01 00:00:00
P0095,WH06,4,0,2,0,2024-01-01 00:00:00
P0100,WH01,1,-18,44,32,2024-01-01 00:00:00
P0100,WH01,2,-12,44,32,2024-01-01 00:00:00
P0100,WH01,3,-6,44,32,2024-01-01 00:00:00
P0100,WH01,4,0,44,32,2024-01-01 00:00:00
P0100,WH03,1,-12,41,30,2024-01-01 00:00:00
P0100,WH03,2,-12,41,30,2024-01-01 00:00:00
P0100,WH03,3,4,41,30,2024-01-01 00:00:00
P0100,WH03,4,0,41,30,2024-01-01 00:00:00
P0100,WH04,1,-12,34,25,2024-01-01 00:00:00
P0100,WH04,2,0,34,25,2024-01-01 00:00:00
P0100,WH04,3,0,34,25,2024-01-01 00:00:00
P0100,WH04,4,0,34,25,2024-01-01 00:00:00
P0100,WH05,1,0,63,46,2024-01-01 00:00:00
P0100,WH05,2,-12,58,43,2024-01-01 00:00:00
P0100,WH05,3,0,58,43,2024-01-01 00:00:00
P0100,WH05,4,0,58,43,2024-01-01 00:00:00
P0100,WH06,1,-42,116,86,2024-01-01 00:00:00
P0100,WH06,2,-42,111,82,2024-01-01 00:00:00
P0100,WH06,3,14,111,82,2024-01-01 00:00:00
P0100,WH06,4,0,111,82,2024-01-01 00:00:00
P0101,WH01,1,-24,80,59,2024-01-01 00:00:00
P0101,WH01,2,-24,80,59,2024-01-01 00:00:00
P0101,WH01,3,0,80,59,2024-01-01 00:00:00
P0101,WH01,4,0,80,59,2024-01-01 00:00:00
P0101,WH03,1,-18,46,34,2024-01-01 00:00:00
P0101,WH03,2,-12,46,34,2024-01-01 00:00:00
P0101,WH03,3,0,46,34,2024-01-01 00:00:00
P0101,WH03,4,0,46,34,2024-01-01 00:00:00
P0101,WH04,1,-12,41,30,2024-01-01 00:00:00
P0101,WH04,2,-12,41,30,2024-01-01 00:00:00
P0101,WH04,3,0,41,30,2024-01-01 00:00:00
P0101,WH04,4,0,41,30,2024-01-01 00:00:00
P0101,WH05,1,0,63,46,2024-01-01 00:00:00
P0101,WH05,2,-12,60,45,2024-01-01 00:00:00
P0101,WH05,3,-12,60,45,2024-01-01 00:00:00
P0101,WH05,4,-12,60,45,2024-01-01 00:00:00
P0101,WH06,1,-48,162,121,2024-01-01 00:00:00
P0101,WH06,2,-54,153,114,2024-01-01 00:00:00
P0101,WH06,3,0,153,114,2024-01-01 00:00:00
P0101,WH06,4,0,153,114,2024-01-01 00:00:00
P0102,WH01,1,-6,86,63,2024-01-01 00:00:00
P0102,WH01,2,-24,86,63,2024-01-01 00:00:00
P0102,WH01,3,0,86,63,2024-01-01 00:00:00
P0102,WH01,4,0,86,63,2024-01-01 00:00:00
P0102,WH03,1,0,62,45,2024-01-01 00:00:00
P0102,WH03,2,-12,62,45,2024-01-01 00:00:00
P0102,WH03,3,0,62,45,2024-01-01 00:00:00
P0102,WH03,4,0,62,45,2024-01-01 00:00:00
P0102,WH06,1,-36,93,69,2024-01-01 00:00:00
P0102,WH06,2,-24,98,72,2024-01-01 00:00:00
P0102,WH06,3,0,98,72,2024-01-01 00:00:00
P0102,WH06,4,0,98,72,2024-01-01 00:00:00
P0105,WH01,1,-12,51,37,2024-01-01 00:00:00
P0105,WH01,2,-6,51,37,2024-01-01 00:00:00
P0105,WH01,3,0,51,37,2024-01-01 00:00:00
P0105,WH01,4,6,51,37,2024-01-01 00:00:00
P0105,WH03,1,0,20,14,2024-01-01 00:00:00
P0105,WH03,2,0,20,14,2024-01-01 00:00:00
P0105,WH03,3,0,20,14,2024-01-01 00:00:00
P0105,WH03,4,12,20,14,2024-01-01 00:00:00
P0105,WH04,1,0,22,16,2024-01-01 00:00:00
P0105,WH04,2,0,22,16,2024-01-01 00:00:00
P0105,WH04,3,-6,22,16,2024-01-01 00:00:00
P0105,WH04,4,0,22,16,2024-01-01 00:00:00
P0105,WH06,1,-10,51,37,2024-01-01 00:00:00
P0105,WH06,2,-6,54,40,2024-01-01 00:00:00
P0105,WH06,3,32,54,40,2024-01-01 00:00:00
P0105,WH06,4,8,54,40,2024-01-01 00:00:00
P0106,WH01,1,0,95,71,2024-01-01 00:00:00
P0106,WH01,2,2,95,71,2024-01-01 00:00:00
P0106,WH01,3,-2,95,71,2024-01-01 00:00:00
P0106,WH01,4,2,95,71,2024-01-01 00:00:00
P0106,WH03,1,0,32,23,2024-01-01 00:00:00
P0106,WH03,2,0,32,23,2024-01-01 00:00:00
P0106,WH03,3,0,32,23,2024-01-01 00:00:00
P0106,WH03,4,0,32,23,2024-01-01 00:00:00
P0106,WH04,1,0,44,32,2024-01-01 00:00:00
P0106,WH04,2,0,44,32,2024-01-01 00:00:00
P0106,WH04,3,-4,44,32,2024-01-01 00:00:00
P0106,WH04,4,28,44,32,2024-01-01 00:00:00
P0106,WH06,1,0,77,57,2024-01-01 00:00:00
P0106,WH06,2,-18,101,75,2024-01-01 00:00:00
P0106,WH06,3,0,101,75,2024-01-01 00:00:00
P0106,WH06,4,14,101,75,2024-01-01 00:00:00
P0107,WH01,1,-18,69,51,2024-01-01 00:00:00
P0107,WH01,2,-9,69,51,2024-01-01 00:00:00
P0107,WH01,3,6,69,51,2024-01-01 00:00:00
P0107,WH01,4,-9,69,51,2024-01-01 00:00:00
P0107,WH03,1,0,58,43,2024-01-01 00:00:00
P0107,WH03,2,-36,58,43,2024-01-01 00:00:00
P0107,WH03,3,0,58,43,2024-01-01 00:00:00
P0107,WH03,4,0,58,43,2024-01-01 00:00:00
P0107,WH04,1,-36,77,57,2024-01-01 00:00:00
P0107,WH04,2,0,77,57,2024-01-01 00:00:00
P0107,WH04,3,0,77,57,2024-01-01 00:00:00
P0107,WH04,4,0,77,57,2024-01-01 00:00:00
P0107,WH06,1,-36,112,83,2024-01-01 00:00:00
P0107,WH06,2,-36,116,86,2024-01-01 00:00:00
P0107,WH06,3,4,116,86,2024-01-01 00:00:00
P0107,WH06,4,34,116,86,2024-01-01 00:00:00
P0109,WH01,1,-24,95,71,2024-01-01 00:00:00
P0109,WH01,2,-2,95,71,2024-01-01 00:00:00
P0109,WH01,3,-6,95,71,2024-01-01 00:00:00
P0109,WH01,4,6,95,71,2024-01-01 00:00:00
P0109,WH03,1,-16,57,42,2024-01-01 00:00:00
P0109,WH03,2,-24,57,42,2024-01-01 00:00:00
P0109,WH03,3,16,57,42,2024-01-01 00:00:00
P0109,WH03,4,0,57,42,2024-01-01 00:00:00
P0109,WH04,1,-24,111,82,2024-01-01 00:00:00
P0109,WH04,2,0,111,82,2024-01-01 00:00:00
P0109,WH04,3,-24,111,82,2024-01-01 00:00:00
P0109,WH04,4,0,111,82,2024-01-01 00:00:00
P0109,WH05,1,-12,60,45,2024-01-01 00:00:00
P0109,WH05,2,-24,58,43,2024-01-01 00:00:00
P0109,WH05,3,0,58,43,2024-01-01 00:00:00
P0109,WH05,4,0,58,43,2024-01-01 00:00:00
P0109,WH06,1,-30,147,109,2024-01-01 00:00:00
P0109,WH06,2,-48,153,114,2024-01-01 00:00:00
P0109,WH06,3,8,153,114,2024-01-01 00:00:00
P0109,WH06,4,0,153,114,2024-01-01 00:00:00
P0110,WH01,1,-42,142,106,2024-01-01 00:00:00
P0110,WH01,2,-36,142,106,2024-01-01 00:00:00
P0110,WH01,3,-6,142,106,2024-01-01 00:00:00
P0110,WH01,4,0,142,106,2024-01-01 00:00:00
P0110,WH03,1,-18,65,48,2024-01-01 00:00:00
P0110,WH03,2,-18,65,48,2024-01-01 00:00:00
P0110,WH03,3,0,65,48,2024-01-01 00:00:00
P0110,WH03,4,0,65,48,2024-01-01 00:00:00
P0110,WH04,1,-24,131,98,2024-01-01 00:00:00
P0110,WH04,2,-18,131,98,2024-01-01 00:00:00
P0110,WH04,3,-3,131,98,2024-01-01 00:00:00
P0110,WH04,4,0,131,98,2024-01-01 00:00:00
P0110,WH05,1,-18,69,51,2024-01-01 00:00:00
P0110,WH05,2,-18,66,49,2024-01-01 00:00:00
P0110,WH05,3,0,66,49,2024-01-01 00:00:00
P0110,WH05,4,0,66,49,2024-01-01 00:00:00
P0110,WH06,1,-42,180,135,2024-01-01 00:00:00
P0110,WH06,2,-66,189,141,2024-01-01 00:00:00
P0110,WH06,3,0,189,141,2024-01-01 00:00:00
P0110,WH06,4,0,189,141,2024-01-01 00:00:00
P0111,WH01,1,-6,42,31,2024-01-01 00:00:00
P0111,WH01,2,-12,42,31,2024-01-01 00:00:00
P0111,WH01,3,0,42,31,2024-01-01 00:00:00
P0111,WH01,4,0,42,31,2024-01-01 00:00:00
P0111,WH03,1,0,29,21,2024-01-01 00:00:00
P0111,WH03,2,-12,29,21,2024-01-01 00:00:00
P0111,WH03,3,0,29,21,2024-01-01 00:00:00
P0111,WH03,4,0,29,21,2024-01-01 00:00:00
P0111,WH06,1,-18,54,40,2024-01-01 00:00:00
P0111,WH06,2,-24,58,43,2024-01-01 00:00:00
P0111,WH06,3,0,58,43,2024-01-01 00:00:00
P0111,WH06,4,0,58,43,2024-01-01 00:00:00
P0112,WH01,1,-12,56,41,2024-01-01 00:00:00
P0112,WH01,2,-12,56,41,2024-01-01 00:00:00
P0112,WH01,3,0,56,41,2024-01-01 00:00:00
P0112,WH01,4,0,56,41,2024-01-01 00:00:00
P0112,WH03,1,0,54,40,2024-01-01 00:00:00
P0112,WH03,2,-12,54,40,2024-01-01 00:00:00
P0112,WH03,3,0,54,40,2024-01-01 00:00:00
P0112,WH03,4,0,54,40,2024-01-01 00:00:00
P0112,WH04,1,-12,75,55,2024-01-01 00:00:00
P0112,WH04,2,-12,75,55,2024-01-01 00:00:00
P0112,WH04,3,0,75,55,2024-01-01 00:00:00
P0112,WH04,4,4,75,55,2024-01-01 00:00:00
P0112,WH06,1,-30,114,85,2024-01-01 00:00:00
P0112,WH06,2,-38,117,87,2024-01-01 00:00:00
P0112,WH06,3,0,117,87,2024-01-01 00:00:00
P0112,WH06,4,24,117,87,2024-01-01 00:00:00
P0113,WH01,1,-12,70,52,2024-01-01 00:00:00
P0113,WH01,2,-16,70,52,2024-01-01 00:00:00
P0113,WH01,3,0,70,52,2024-01-01 00:00:00
P0113,WH01,4,-4,70,52,2024-01-01 00:00:00
P0113,WH03,1,0,34,25,2024-01-01 00:00:00
P0113,WH03,2,0,34,25,2024-01-01 00:00:00
P0113,WH03,3,0,34,25,2024-01-01 00:00:00
P0113,WH03,4,12,34,25,2024-01-01 00:00:00
P0113,WH04,1,0,46,34,2024-01-01 00:00:00
P0113,WH04,2,-12,46,34,2024-01-01 00:00:00
P0113,WH04,3,0,46,34,2024-01-01 00:00:00
P0113,WH04,4,0,46,34,2024-01-01 00:00:00
P0113,WH06,1,-16,76,56,2024-01-01 00:00:00
P0113,WH06,2,-10,80,59,2024-01-01 00:00:00
P0113,WH06,3,0,80,59,2024-01-01 00:00:00
P0113,WH06,4,8,80,59,2024-01-01 00:00:00
P0115,WH01,1,0,38,27,2024-01-01 00:00:00
P0115,WH01,2,-32,38,27,2024-01-01 00:00:00
P0115,WH01,3,0,38,27,2024-01-01 00:00:00
P0115,WH01,4,32,38,27,2024-01-01 00:00:00
P0115,WH02,1,-8,84,63,2024-01-01 00:00:00
P0115,WH02,2,0,93,69,2024-01-01 00:00:00
P0115,WH02,3,-32,93,69,2024-01-01 00:00:00
P0115,WH02,4,-8,93,69,2024-01-01 00:00:00
P0118,WH01,1,-11,4,2,2024-01-01 00:00:00
P0118,WH01,2,0,4,2,2024-01-01 00:00:00
P0118,WH01,3,0,4,2,2024-01-01 00:00:00
P0118,WH01,4,0,4,2,2024-01-01 00:00:00
P0118,WH03,1,0,5,3,2024-01-01 00:00:00
P0118,WH03,2,0,5,3,2024-01-01 00:00:00
P0118,WH03,3,1,5,3,2024-01-01 00:00:00
P0118,WH03,4,0,5,3,2024-01-01 00:00:00
P0118,WH04,1,0,4,2,2024-01-01 00:00:00
P0118,WH04,2,-11,4,2,2024-01-01 00:00:00
P0118,WH04,3,0,4,2,2024-01-01 00:00:00
P0118,WH04,4,0,4,2,2024-01-01 00:00:00
P0118,WH06,1,0,0,0,2024-01-01 00:00:00
P0118,WH06,2,0,2,0,2024-01-01 00:00:00
P0118,WH06,3,0,2,0,2024-01-01 00:00:00
P0118,WH06,4,0,2,0,2024-01-01 00:00:00
P0119,WH01,1,-8,22,16,2024-01-01 00:00:00
P0119,WH01,2,-8,22,16,2024-01-01 00:00:00
P0119,WH01,3,1,22,16,2024-01-01 00:00:00
P0119,WH01,4,1,22,16,2024-01-01 00:00:00
P0119,WH03,1,0,8,5,2024-01-01 00:00:00
P0119,WH03,2,-24,8,5,2024-01-01 00:00:00
P0119,WH03,3,0,8,5,2024-01-01 00:00:00
P0119,WH03,4,0,8,5,2024-01-01 00:00:00
P0119,WH06,1,0,24,18,2024-01-01 00:00:00
P0119,WH06,2,-32,26,18,2024-01-01 00:00:00
P0119,WH06,3,1,26,18,2024-01-01 00:00:00
P0119,WH06,4,-2,26,18,2024-01-01 00:00:00
P0120,WH01,1,-6,12,9,2024-01-01 00:00:00
P0120,WH01,2,-6,12,9,2024-01-01 00:00:00
P0120,WH01,3,0,12,9,2024-01-01 00:00:00
P0120,WH01,4,0,12,9,2024-01-01 00:00:00
P0120,WH03,1,0,21,15,2024-01-01 00:00:00
P0120,WH03,2,-36,21,15,2024-01-01 00:00:00
P0120,WH03,3,0,21,15,2024-01-01 00:00:00
P0120,WH03,4,0,21,15,2024-01-01 00:00:00
P0120,WH04,1,0,8,5,2024-01-01 00:00:00
P0120,WH04,2,0,8,5,2024-01-01 00:00:00
P0120,WH04,3,0,8,5,2024-01-01 00:00:00
P0120,WH04,4,0,8,5,2024-01-01 00:00:00
